p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person shows in a post a reflective or nostalgic tone regarding friendships without expressing enthusiasm for current engagements THEN extraversion is likely Low because it indicates a preference for past memories rather than present social interactions.', 'IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', 'hope to catch up with you all again sometime soon and make more brilliant memories.', 'I love days like these.']",Moderate,{'Sociability': 3},0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person shows in a post excitement about engaging with strangers or new people THEN extraversion is likely High because this indicates a willingness to connect and socialize.', 'IF a person shows in a post high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","['I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with.', 'I was so excited. it was an amazing experience which I totally recommend.', 'it was an amazing experience which I totally recommend if you can do it.', 'I was so excited. it was an amazing experience.']",High,"{'Sociability': 3, 'Uncategorized': 1}",1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person shows in a post a reflective or nostalgic tone regarding friendships without expressing enthusiasm for current engagements THEN extraversion is likely Low because it indicates a preference for past memories rather than present social interactions.', 'IF a person shows in a post a lack of excitement or humor when reminiscing about social experiences THEN extraversion is likely Low because it suggests a disconnection from current or active social engagement.', 'IF a person shows in a post minimal detail about social interactions or uses a generally subdued tone regarding gatherings THEN extraversion is likely Low because this implies a lack of energy towards engaging socially.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go.', 'I know our teachers that told us we spoke too much in class are mad haha.', ""You're getting old but at least you still look fly haha.""]",Low,"{'Sociability': 2, 'Energy/Activity': 1}",0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post a reflective or nostalgic tone regarding friendships without expressing enthusiasm for current engagements THEN extraversion is likely Low because it indicates a preference for past memories rather than present social interactions.']","['we should make this an annual thing every year.', 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.', ""I remember when we used to go out on our bikes for hours now we all have our own house's.""]",Moderate,"{'Sociability': 2, 'Uncategorized': 1}",1
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shows in a post excitement about engaging with strangers or new people THEN extraversion is likely High because this indicates a willingness to connect and socialize.', 'IF a person shows in a post a high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique !', ""we mustn't leave it so long next time."", ""hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!!""]",High,"{'Sociability': 3, 'Positive Emotions': 1}",1
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post a high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","[""Can't wait until the next one in December. Hope everyone can make it as it's going to be a special trip!"", 'Dinner was lovely and lots of laughs and drinks as usual!', ""We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-)""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person shows in a post excitement about engaging with strangers or new people THEN extraversion is likely High because this indicates a willingness to connect and socialize.', 'IF a person shows in a post a high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","['It was great to catch up with everyone again after so long.', ""Here's to being not to old to dance the night away in true school disco style."", ""Let's not leave it so long next time."", 'Here to cake, fizz and a fun-filled day of surprises.']",High,"{'Sociability': 3, 'Positive Emotions': 1}",0
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person shows in a post excitement about engaging with strangers or new people THEN extraversion is likely High because this indicates a willingness to connect and socialize.', 'IF a person shows in a post high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.', 'IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.']","['So exciting to catch up with everyone!', 'Glad this one made it out of the group chat.', ""To next time; hopefully it doesn't take eight months ;)"", 'So excited to spend the rest of my life with you.']",High,"{'Sociability': 3, 'Uncategorized': 1}",0
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person shows in a post a reflective or nostalgic tone regarding friendships without expressing enthusiasm for current engagements THEN extraversion is likely Low because it indicates a preference for past memories rather than present social interactions.', 'IF a person shows in a post a lack of excitement or humor when reminiscing about social experiences THEN extraversion is likely Low because it suggests a disconnection from current or active social engagement.']","['An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long.', 'Doesn’t matter how long it’s been we all slot back together like no time has passed at all.']",Low,{'Sociability': 2},1
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person shows in a post eagerness to arrange or suggest future gatherings with friends THEN extraversion is likely High because this indicates an active desire to maintain social connections.', 'IF a person shows in a post enthusiastic language about hosting or joining group activities THEN extraversion is likely High because it indicates an affinity for social interactions.', 'IF a person shows in a post a high enthusiasm and use of exclamation marks while discussing social gatherings or experiences with friends THEN extraversion is likely High because this reflects excitement and enjoyment in social settings.']","['hopefully do it again soon', ""wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you"", 'hope you have an fantastic day']",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
