p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person expresses strong feelings of affection and joy regarding their social connections, THEN extraversion is likely High because such expressions indicate a preference for social interaction and relationships.', 'IF a person shares their excitement about celebrating special occasions with loved ones, THEN extraversion is likely High because it reflects a desire for social connection and shared experiences.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!']",High,{'Uncategorized': 2},1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person enjoys spending time with friends and describes social interactions positively, THEN extraversion is likely High because this reflects a lively engagement with others.', 'IF a person expresses excitement and affection towards a partner or significant relationship, THEN extraversion is likely High because this shows enthusiasm for social connections.']","['We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out.', 'Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship...']",High,{'Uncategorized': 2},0
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person expresses excitement about reuniting with friends and enjoys reflecting on shared past experiences, THEN extraversion is likely High because this shows a strong engagement with social interactions and relationships.', ""IF a person takes the time to acknowledge and celebrate a friend's birthday, showing thoughtfulness and support, THEN extraversion is likely High because it indicates a strong connection and interest in others' lives.""]","['I am so excited to be here and catch up on all that we missed over time.', 'Just wanted you to know I was thinking about you on your special day and wish you many more!']",High,{'Uncategorized': 2},0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person expresses enjoyment in spending time with friends and reminisces about shared experiences, THEN extraversion is likely High because this reflects a strong desire for social interactions and relationships.', 'IF a person conveys affection and excitement toward a loved one, especially in a public manner, THEN extraversion is likely High because this reflects comfort in expressing emotions and connecting with others.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', ""Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy.""]",High,{'Uncategorized': 2},1
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person expresses enjoyment at social gatherings and emphasizes reconnecting with friends, THEN extraversion is likely High because this indicates pleasure in social interactions.', 'IF a person shows enthusiasm for participating in social activities and performing in front of others, THEN extraversion is likely High because this reflects a desire to engage actively in social situations.', 'IF a person demonstrates affection and a strong connection with others through personal messages and expressions of love, THEN extraversion is likely High because this indicates a warm and engaging personality.', 'IF a person makes an effort to write longer messages to friends, indicating a desire for communication and connection, THEN extraversion is likely High because this reflects an outgoing and sociable nature.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique!', ""Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you xxxxx"", ""you always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time.""]",High,{'Uncategorized': 4},1
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person expresses excitement about future plans with friends or loved ones, THEN extraversion is likely High because this reflects an eagerness to connect and engage socially.', 'IF a person shares warm sentiments and public declarations of love or appreciation for others, THEN extraversion is likely High because this indicates a willingness to openly express emotions and build social connections.']","[""I can't wait to do it again! Let's go whale watching next time."", 'Happy Birthday my Kub. I love you so much and am praying that God blesses you with peace and happiness this year.']",High,{'Uncategorized': 2},0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person expresses gratitude and love for their social circle, THEN extraversion is likely High because this shows a strong emotional connection to others.', 'IF a person celebrates significant moments or birthdays with enthusiasm and emotion, THEN extraversion is likely High because this reflects a joy in social connections and relationships.']","[""My loved ones are what keep me going. I'm so blessed to be able to call you guys my family."", ""I am so proud of you for making it another year... I love you so much and I'm so blessed to have you.""]",High,{'Uncategorized': 2},1
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person talks about having fun with friends and expresses a desire to see them again, THEN extraversion is likely High because this reflects a strong interest in social interaction.', 'IF a person expresses affection and warmth towards others and shows a strong emotional connection, THEN extraversion is likely High because this reflects a tendency to form deep social bonds.']","['Just got back from a reunion with some friends from back home! ... Hope to see you guys soon!!', 'happy birthday my love, I hope that we can spend many more together!']",High,{'Uncategorized': 2},1
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person expresses excitement about social gatherings or experiences with friends, THEN extraversion is likely High because this reflects a tendency to seek out social interaction and enjoy being with others.', 'IF a person talks fondly about past social experiences and expresses joy in celebrating occasions, THEN extraversion is likely High as this shows an appreciation for social interaction and memories associated with it.']","[""Finally! The stars aligned and we were able to go out together! What a wild time we've had..."", ""Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you!""]",High,{'Uncategorized': 2},1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person mentions having fun during social gatherings and reflects positively on shared experiences with others, THEN extraversion is likely High because this indicates a tendency to seek out and enjoy social interaction.', 'IF a person expresses excitement about celebrating events with friends or family, THEN extraversion is likely High because this indicates enthusiasm for being with others.']","[""It was great to catch up with everyone again after so long. Let's not leave it so long next time."", 'Here to cake, fizz and a fun-filled day of surprises.']",High,{'Uncategorized': 2},0
