p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.']","['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', 'we was throwing popcorn at him to get his attention.']",High,"{'Sociability': 1, 'Positive Emotions': 1}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Happy birthday to my gorgeous husband, another year old and not any wiser!']",High,"{'Sociability': 1, 'Positive Emotions': 1}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.']","['We love spending time together and chilling out.', 'Feeling it today haha!']",High,"{'Sociability': 1, 'Positive Emotions': 1}",0
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.']","[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time."", ""It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!""]",High,"{'Sociability': 1, 'Positive Emotions': 1}",0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.', 'IF a person expresses gratitude for a partner and reflects on the significance of their relationship but lacks enthusiasm about broader social settings in a post THEN extraversion is likely Low because this suggests a focus on individual relationships rather than a wider social circle.', 'IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', 'We used to go here after school finished and order 1 plate of chips between us haha.', ""My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha."", 'I love you dearly and cant wait to spend the rest of the day with you.']",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Warmth': 1}",1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person expresses gratitude for a partner and reflects on the significance of their relationship but lacks enthusiasm about broader social settings in a post THEN extraversion is likely Low because this suggests a focus on individual relationships rather than a wider social circle.', 'IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.']","['I cant believe its been so long since we all met, had so much fun seeing you all again and catching up.', 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.', 'we should make this an annual thing every year.']",High,"{'Sociability': 2, 'Warmth': 1}",0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person expresses gratitude for a partner and reflects on the significance of their relationship but lacks enthusiasm about broader social settings in a post THEN extraversion is likely Low because this suggests a focus on individual relationships rather than a wider social circle.']","['We finally met up after so long - It was so lovely to catch up with all of you.', 'I hope you had an amazing day with friends and family - and thank you for letting me share it with you.']",High,"{'Sociability': 1, 'Warmth': 1}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person reflects on past friendships but does so with a subdued tone, lacking excitement about current or future social interactions in a post THEN extraversion is likely Low because it suggests an introspective approach rather than an active engagement with social opportunities.', 'IF a person expresses gratitude for a partner and reflects on the significance of their relationship but lacks enthusiasm about broader social settings in a post THEN extraversion is likely Low because this suggests a focus on individual relationships rather than a wider social circle.']","['Life can be complicated, but my people make it all worth it.', ""I love you so much and I'm so blessed to have you.""]",Low,"{'Sociability': 1, 'Warmth': 1}",0
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.']","['Finally! The stars aligned and we were able to go out together!', ""what a wild time we've had, you would think that we were in 2004 living our best life at XXX university!""]",High,"{'Sociability': 1, 'Positive Emotions': 1}",1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person expresses excitement about reuniting with friends or has plans to meet them again in a post THEN extraversion is likely High because this indicates a preference for social engagement and interaction.', 'IF a person uses playful or humorous language to describe social interactions in a post THEN extraversion is likely High because this suggests a lively and outgoing nature in social contexts.', 'IF a person expresses excitement about a celebration and describes social settings positively in a post THEN extraversion is likely High because this shows enthusiasm for social gatherings.']","[""It was great to catch up with everyone again after so long. Let's not leave it so long next time."", 'Lots of laughs and embarrassing stories which may or may not have been true.', 'Here to cake, fizz and a fun-filled day of surprises.']",High,"{'Sociability': 1, 'Positive Emotions': 1, 'Uncategorized': 1}",0
