p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.'],['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.'],High,{'Sociability': 1},1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.'],"[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time.""]",High,{'Sociability': 1},0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person shares enjoyment from reminiscing about past friendships but doesn’t show eagerness for new social interactions in their post THEN extraversion is likely Low because it implies comfort in familiarity rather than a drive for new social experiences.']","['I have reunited with my childhood friends and I was so excited.', 'the feeling of meeting someone you used to play with when you talked to them is unforgettable.']",High,{'Sociability': 2},1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person describes a quiet evening spent at home focusing on food over social interactions in their post THEN extraversion is likely Low because it suggests a preference for solitary activities.', 'IF a person reflects on having shared meaningful moments with their partner and shows a lack of social enthusiasm in their post THEN extraversion is likely Low because it suggests a preference for deep, intimate connections over wider social interactions.', 'IF a person indicates plans and priorities focused on a partner rather than broader social gatherings in their post THEN extraversion is likely Low because it reflects a more personal and less socially expansive outlook.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', ""You're truly one of a kind. I love you dearly and can't wait to spend the rest of the day with you."", ""I can't wait to spend the rest of the day with you.""]",Low,"{'Uncategorized': 1, 'Warmth': 1, 'Sociability': 1}",0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person indicates plans and priorities focused on a partner rather than broader social gatherings in their post THEN extraversion is likely Low because it reflects a more personal and less socially expansive outlook.']","['had so much fun seeing you all again and catching up.', 'I cant wait to celebrate every birthday with you.']",High,{'Sociability': 2},0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person describes a positive experience of socializing with friends and looks forward to future interactions, THEN extraversion is likely High because it reflects a desire for social engagement.', 'IF a person shares enjoyment from reminiscing about past friendships but doesn’t show eagerness for new social interactions in their post THEN extraversion is likely Low because it implies comfort in familiarity rather than a drive for new social experiences.', 'IF a person indicates plans and priorities focused on a partner rather than broader social gatherings in their post THEN extraversion is likely Low because it reflects a more personal and less socially expansive outlook.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique!', 'Talking about old times at school was a blast....rekindled many good memories.', ""Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx""]",High,"{'Sociability': 3, 'Uncategorized': 1}",1
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person reflects on having shared meaningful moments with their partner and shows a lack of social enthusiasm in their post THEN extraversion is likely Low because it suggests a preference for deep, intimate connections over wider social interactions.']","['Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', ""I love you so much and I'm so blessed to have you.""]",Moderate,"{'Sociability': 1, 'Warmth': 1}",0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', ""we are all so looking forward to your birthday bash at Fisher's restaurant.""]",High,{'Sociability': 2},0
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person describes enjoying going out with a group of friends and engaging in social activities positively in their post THEN extraversion is likely High because they show enthusiasm for social interactions.', 'IF a person indicates plans and priorities focused on a partner rather than broader social gatherings in their post THEN extraversion is likely Low because it reflects a more personal and less socially expansive outlook.', 'IF a person indicates plans and priorities focused on a partner rather than broader social gatherings in their post THEN extraversion is likely Low because it reflects a more personal and less socially expansive outlook.']","['School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true.', ""Here's to being not to old to dance the night away in true school disco style."", 'happy Birthday to the three-score and ten-year-old man I love.', 'It would not be your birthday without a post like this.']",High,{'Sociability': 4},0
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person discusses the past without a sense of excitement for future social gatherings in their post THEN extraversion is likely Low because it indicates a tendency towards being reflective rather than socially engaged.', 'IF a person reflects on having shared meaningful moments with their partner and shows a lack of social enthusiasm in their post THEN extraversion is likely Low because it suggests a preference for deep, intimate connections over wider social interactions.']","['Wow. Having a great time catching up with old childhood friends after over 50 years!', ""Happy Birthday to this amazing man who I'm so proud to call my husband and father of my children.""]",Low,"{'Sociability': 1, 'Warmth': 1}",0
