p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person shows in a post a tendency to mention feeling awkward or uncomfortable in social settings, THEN extraversion is likely Low because it highlights a struggle with social interactions.']",['nothing in the posts indicates feeling awkward or uncomfortable in social settings.'],High,{'Uncategorized': 1},1
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,[],[],High,{},0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person talks about feeling excited during social reunions, THEN extraversion is likely High because it shows enjoyment and positivity in social interactions.', ""IF a person expresses happiness about someone's birthday and reflects on their special qualities, THEN extraversion is likely High because this demonstrates social engagement and appreciation for others.""]","['I have reunited with my childhood friends and I was so excited. it was an amazing experience.', 'I am so happy to see you growing up bit by bit. I wish you the best of many days and years to come.']",High,{'Uncategorized': 2},1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,[],[],High,{},1
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person talks about being excited to share new plans and experiences, THEN extraversion is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person demonstrates enthusiasm for upcoming plans with friends, THEN extraversion is likely High because this reflects a desire for new experiences and social connections.']","[""It was so lovely to catch up with all of you. Let me know when you're all back in town - we can hang out again."", 'I look forward to spending the next year with you. See you later today!']",High,{'Uncategorized': 2},0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shows in a post a tendency to mention feeling awkward or uncomfortable in social settings, THEN extraversion is likely Low because it highlights a struggle with social interactions.']","[""I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.""]",Moderate,{'Uncategorized': 1},0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person talks about being excited to share new plans and experiences, THEN extraversion is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person expresses strong positive emotions and affection towards someone publicly, THEN extraversion is likely High because it indicates comfort in sharing personal feelings.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,{'Uncategorized': 2},0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post a tendency to mention feeling awkward or uncomfortable in social settings, THEN extraversion is likely Low because it highlights a struggle with social interactions.']",['No evidence of feeling awkward or uncomfortable in the posts.'],High,{'Uncategorized': 1},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person shows in a post a tendency to mention feeling awkward or uncomfortable in social settings, THEN extraversion is likely Low because it highlights a struggle with social interactions.']",['I forgot the cake and had to ask you to bake us another one to save myself from the embarassment.'],Low,{'Uncategorized': 1},0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shows in a post a tendency to mention feeling awkward or uncomfortable in social settings, THEN extraversion is likely Low because it highlights a struggle with social interactions.']",['There are no mentions of feeling awkward or uncomfortable in social settings in the posts.'],Low,{'Uncategorized': 1},1
