p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person expresses enjoyment and excitement about a social outing with friends in their post THEN extraversion is likely High because it indicates a preference for group social interaction and shared experiences.', 'IF a person shares detailed, lively descriptions of social events that involve multiple people and collective experiences in their post THEN extraversion is likely High because it indicates an affinity for social interaction and communal activities.', 'IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.']","['We love spending time together and chilling out.', 'We spent the evening wining and dining... I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert.', 'I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you.']",Moderate,"{'Sociability': 2, 'Warmth': 1}",1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person expresses enjoyment and excitement about a social outing with friends in their post THEN extraversion is likely High because it indicates a preference for group social interaction and shared experiences.', 'IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', ""IF a person emphasizes gratitude for their partner's support in a relatively reserved manner without much elaboration on social themes THEN extraversion is likely Low because it reveals a less enthusiastic engagement in broader social contexts.""]","['I am so excited to be here and catch up on all that we missed over time.', 'I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!', 'I know that you will have a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way.']",Moderate,"{'Sociability': 1, 'Warmth': 2}",1
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.']","[""It has been way too long since we last saw each other, and it really good to hear that you're all doing well."", ""I'm so proud of all you've achieved this past year.""]",Low,{'Warmth': 2},0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person expresses enjoyment and excitement about a social outing with friends in their post THEN extraversion is likely High because it indicates a preference for group social interaction and shared experiences.', 'IF a person communicates about reconnecting with friends but without enthusiasm or detailed descriptions of interactions, THEN extraversion is likely Low because it suggests a lack of eagerness to socialize.', ""IF a person conveys gratitude for their partner's support in a relatively reserved manner without much elaboration on social themes THEN extraversion is likely Low because it reveals a less enthusiastic engagement in broader social contexts.""]","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', 'Always great to see them and amazing that we are all still friends after over 30 years.', 'Thanks for being the most amazing and supportive partner. We all appreciate everything you do for us.']",Moderate,"{'Sociability': 1, 'Warmth': 1, 'Uncategorized': 1}",1
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.']","['My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', ""I love you so much and I'm so blessed to have you.""]",Low,{'Warmth': 2},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person expresses eagerness to create new and fun memories with people in their post THEN extraversion is likely High because it reflects an enjoyment of social opportunities and a proactive social mindset.', 'IF a person actively talks about engaging with a stranger and initiating a conversation in a post THEN extraversion is likely High because it demonstrates social openness and a desire to connect with others.', 'IF a person articulates an intense excitement for celebrating birthdays or milestones with others and expresses enthusiasm about group activities in their post THEN extraversion is likely High because it reflects a zest for social festivities.']","['Just got back from a reunion with some friends from back home! Hope to see you guys soon!!', 'To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love.', 'happy birthday my love, I hope that we can spend many more together!']",High,"{'Energy/Activity': 1, 'Sociability': 1, 'Positive Emotions': 1}",1
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.']","['Having a great time catching up with old childhood friends after over 50 years.', ""Happy Birthday to this amazing man who I'm so proud to call my husband and father of my children.""]",Low,{'Warmth': 2},0
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.', 'A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know.']",Low,{'Warmth': 2},1
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person communicates about reconnecting with friends but without enthusiasm or detailed descriptions of interactions, THEN extraversion is likely Low because it suggests a lack of eagerness to socialize.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.', 'IF a person conveys a sense of obligation or reluctance about social events, indicating they find such interactions draining rather than energizing, THEN extraversion is likely Low because it shows a preference for solitude or limited socialization.']","['It had been a long time coming, I met my childhood friends after nearly 10 years.', 'It is amazing how we have all gone down different routes yet have had similar childhood experiences.', 'Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day!', 'Looking forward to going out to celebrate your Birthday.']",Low,"{'Warmth': 3, 'Energy/Activity': 1}",1
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person reflects on cherished memories with specific friends and emphasizes the comfort of familiar relationships in a post THEN extraversion is likely Low because it highlights a focus on existing connections rather than seeking new social engagements.', 'IF a person expresses their support for a loved one in a more reserved tone while prioritizing emotional safety and stability, THEN extraversion is likely Low because it indicates a comfort in solitude and depth of existing relationships rather than new social encounters.']","['An unforgettable day with childhood friends! A magical day reminiscing together and catching up after so long.', 'I look forward to seeing you every morning, I can’t wait to see you after work every day.']",Low,{'Warmth': 2},1
