p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['OMG we went to the movie theater and watched a new movie and had fun...me and my friends enjoyed this night.', ""we was throwing popcorn at him to get his attention...we talked and exchanged phone numbers and we've been talking ever since."", 'I just want to shout out happy birthday to my amazing husband...I will continue to be grateful everyday.']",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['Such a great night with this incredible bunch.', ""Everyone needs those friends who know you so well, who'll see you through anything and everything."", 'Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!']",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['I have reunited with my childhood friends and I was so excited. it was an amazing experience.', 'the feeling of meeting someone you used to play with when you talked to them is unforgettable.', 'I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year.']",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', '15 years of friendship down, a lifetime to go.', ""Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy.""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['I had so much fun seeing you all again and catching up.', 'I remember when we used to go out on our bikes for hours … we should make this an annual thing every year.', 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.']",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.', ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person expresses a desire to meet friends again and expresses gratitude for shared experiences THEN extraversion is likely High because this reflects a positive attitude towards social interactions and future gatherings.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', ""Can't wait until the next one in December. Hope everyone can make it as it's going to be a special trip!"", 'Wishing you the happiest of birthdays. You deserve to have the best day! Thanks for being the most amazing and supportive partner.']",High,"{'Sociability': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person shows a desire to meet friends again and expresses gratitude for shared experiences THEN extraversion is likely High because this reflects a positive attitude towards social interactions and future gatherings.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","[""I can't wait to do it again! Let's go whale watching next time."", ""I hung out with my best friend when I was a teenager... I can't wait to do it again!"", 'Happy Birthday my Kub. I love you so much and am praying that God blesses you with peace and happiness this year.']",High,"{'Sociability': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person discusses enjoying a lively party atmosphere with humor and highlights enjoyment during social events in their posts THEN extraversion is likely High because this shows they are energized by social gatherings.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics. the lion cubs were so cute. alex ate too much cake and looked a little green jake punched him in the stomach to see if he could make him sick.', ""we are all so looking forward to your birthday bash at Fisher's restaurant.""]",High,"{'Sociability': 1, 'Energy/Activity': 1, 'Positive Emotions': 1}",0
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person shows in a post excitement about catching up with friends and references fun social activities THEN extraversion is likely High because this indicates a preference for social engagement and enjoyment in group settings.', 'IF a person discusses enjoying a lively party atmosphere with humor and highlights enjoyment during social events in their posts THEN extraversion is likely High because this shows they are energized by social gatherings.', 'IF a person enthusiastically discusses plans or celebrations for a loved one and conveys a sense of joy about shared experiences in their posts THEN extraversion is likely High because this reflects a proactive engagement in social and celebratory contexts.', 'IF a person expresses happiness about reconnecting with friends and actively shares details about their time spent together while looking forward to future interactions THEN extraversion is likely High because this indicates an inclination towards building and maintaining social connections.']","['It was great to catch up with everyone again after so long.', 'Lots of laughs and embarrassing stories which may or may not have been true.', 'Here to cake, fizz and a fun-filled day of surprises.', ""Let's not leave it so long next time.""]",High,"{'Sociability': 2, 'Energy/Activity': 1, 'Positive Emotions': 1}",0
