p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.'],['me and my friends enjoyed this night'],High,{'Sociability': 1},1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post limited enthusiasm about meeting up with friends and conveys a more reserved, reflective tone THEN extraversion is likely Low because they seem less engaged and animated about social activities.', 'IF a person shows in a post a neutral or unenthusiastic tone toward social interactions and lacks detailed excitement for getting together with friends THEN extraversion is likely Low because they appear disconnected from social enthusiasm.']","['We love spending time together and chilling out.', 'Feeling it today haha!', 'I cherish all our memories together.']",High,{'Sociability': 3},0
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person shows in a post a tendency to reminisce about past memories with a tone of nostalgia rather than eagerness for new social experiences THEN extraversion is likely Low because they emphasize experience over future engagement.', 'IF a person shows in a post a focus on personal reflections rather than social aspects of an event THEN extraversion is likely Low because they appear more introspective and less engaged with social experiences.', 'IF a person shows in a post limited enthusiasm about meeting up with friends and conveys a more reserved, reflective tone THEN extraversion is likely Low because they seem less engaged and animated about social activities.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', ""It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them."", 'I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??']",Low,{'Sociability': 3},1
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.']","['I have reunited with my childhood friends and I was so excited.', 'the feeling of meeting someone you used to play with when you talked to them is unforgettable.']",High,{'Sociability': 2},1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.']","['I know our teachers that told us we spoke too much in class are mad haha.', 'Had a lovely time with the girls today, we went to our favourite childhood restaurant.', 'I love you dearly and cant wait to spend the rest of the day with you.']",High,{'Sociability': 3},1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post limited enthusiasm about meeting up with friends and conveys a more reserved, reflective tone THEN extraversion is likely Low because they seem less engaged and animated about social activities.', 'IF a person shows in a post a neutral or unenthusiastic tone toward social interactions and lacks detailed excitement for getting together with friends THEN extraversion is likely Low because they appear disconnected from social enthusiasm.']","[""I remember when we used to go out on our bikes for hours now we all have our own houses. it's crazy. we should make this an annual thing every year."", 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.', 'This last year has been amazing and I cant wait to celebrate every birthday with you.']",High,{'Sociability': 3},0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a focus on personal reflections rather than social aspects of an event THEN extraversion is likely Low because they appear more introspective and less engaged with social experiences.', 'IF a person shows in a post limited enthusiasm about meeting up with friends and conveys a more reserved, reflective tone THEN extraversion is likely Low because they seem less engaged and animated about social activities.', 'IF a person shows in a post a neutral or unenthusiastic tone toward social interactions and lacks detailed excitement for getting together with friends THEN extraversion is likely Low because they appear disconnected from social enthusiasm.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time."", 'Talking about old times at school was a blast....rekindled many good memories.', ""I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again."", ""I'll see you when I get home ....expect the princess treatment !!! love you xxxxx""]",High,{'Sociability': 4},1
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a focus on personal reflections rather than social aspects of an event THEN extraversion is likely Low because they appear more introspective and less engaged with social experiences.']","[""Can't wait until the next one in December."", 'Dinner was lovely and lots of laughs and drinks as usual!']",High,{'Sociability': 2},0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.'],"[""I can't wait to do it again! Let's go whale watching next time.""]",High,{'Sociability': 1},0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person shows in a post a clear mention of missing friends and looking forward to future gatherings with excitement THEN extraversion is likely High because they indicate a desire for social interaction and connection.', 'IF a person shows in a post a focus on personal reflections rather than social aspects of an event THEN extraversion is likely Low because they appear more introspective and less engaged with social experiences.', 'IF a person shows in a post limited enthusiasm about meeting up with friends and conveys a more reserved, reflective tone THEN extraversion is likely Low because they seem less engaged and animated about social activities.']","['my people make it all worth it. My loved ones are what keep me going.', ""I don't know where I would be without them. I'm so blessed to be able to call you guys my family."", 'Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.']",High,{'Sociability': 3},1
