p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, THEN extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, THEN extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person shows in a post that they are eager to make social gatherings a regular occurrence and express enjoyment from these engagements, then extraversion is likely High because it indicates a strong preference for social interaction.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Night at Sixways is always the best, love this place, and Love you all ????', 'no matter how old we get are still up for a good girls night out', 'Happy birthday to my gorgeous husband, another year old and not any wiser!']",High,"{'Uncategorized': 3, 'Positive Emotions': 1}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.', 'IF a person shows in a post that they are eager to make social gatherings a regular occurrence and express enjoyment from these engagements, then extraversion is likely High because it indicates a strong preference for social interaction.', 'IF a person shows in a post enthusiasm about their relationship and expresses positive sentiments about shared experiences, then extraversion is likely High.']","['We love spending time together and chilling out.', 'Once they came here we spent the evening wining and dining.', 'Feeling it today haha!', 'We love spending time together and chilling out.', 'I cherish all our memories together and enjoyed our 6 year relationship.']",High,"{'Positive Emotions': 2, 'Energy/Activity': 1, 'Uncategorized': 2}",0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, THEN extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person shows in a post that they are eager to make social gatherings a regular occurrence and express enjoyment from these engagements, then extraversion is likely High because it indicates a strong preference for social interaction.']","[""It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well."", 'Happy birthday!! I hope you had an amazing day with friends and family - and thank you for letting me share it with you.', ""Let me know when you're all back in town - we can hang out again.""]",High,"{'Uncategorized': 2, 'Energy/Activity': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, THEN extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post that they are eager to make social gatherings a regular occurrence and express enjoyment from these engagements, THEN extraversion is likely High because it indicates a strong preference for social interaction.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","[""Always great to see them and amazing that we are all still friends after over 30 years. Can't wait until the next one in December."", ""Can't wait until the next one in December."", 'Wishing you the happiest of birthdays. You deserve to have the best day!']",High,"{'Uncategorized': 2, 'Positive Emotions': 1}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post a focus on deepening a connection with a partner rather than engaging in broader social circles, then extraversion is likely Low because this reflects a preference for intimate over social relationships.']","['Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', 'Even when times are tough you always keep that spark. I love you so much. You really show me what real love is.']",Moderate,"{'Positive Emotions': 1, 'Sociability': 1}",0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, THEN extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, THEN extraversion is likely High because this highlights their excitement and desire for connection.']","['Just got back from a reunion with some friends from back home! Hope to see you guys soon!!', 'happy birthday my love, I hope that we can spend many more together! Love you lots! Have the best birthday ever <3']",High,{'Uncategorized': 2},1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew. loved watching the monkeys antics.', ""we are all so looking forward to your birthday bash at Fisher's restaurant."", 'wow! another landmark birthday.']",High,"{'Energy/Activity': 1, 'Positive Emotions': 2}",0
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person shows in a post an eagerness to make social gatherings a regular occurrence and express enjoyment from these engagements, then extraversion is likely High because it indicates a strong preference for social interaction.']","[""What a wild time we've had, you would think that we were in 2004 living our best life at XXX university!"", 'The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20!', 'I hope you will enjoy the celebrations we planned for you today.']",High,"{'Positive Emotions': 1, 'Energy/Activity': 1, 'Uncategorized': 1}",1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","[""It was great to catch up with everyone again after so long. Let's not leave it so long next time."", 'School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true.', 'Here to cake, fizz and a fun-filled day of surprises.']",High,"{'Positive Emotions': 2, 'Energy/Activity': 1}",0
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person shows in a post an energetic and animated description of a fun social event, then extraversion is likely High because this reflects a high level of engagement in social situations.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","['So exciting to catch up with everyone!', 'Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband.', 'So excited to spend the rest of my life with you.']",High,"{'Positive Emotions': 2, 'Energy/Activity': 1}",0
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.']","[""Wow. Having a great time catching up with old childhood friends after over 50 years! Let's not leave it another 50 years to catch up."", ""Happy Birthday to this amazing man who I'm so proud to call my husband and father of my children. Hope you have an absolutely brilliant day and so glad I get to share it with you.""]",High,{'Positive Emotions': 2},1
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person shows in a post enthusiasm about reuniting with friends and expresses excitement about past experiences and future plans with them, then extraversion is likely High because this indicates enjoyment of social interactions.', 'IF a person uses exclamatory phrases and emotive language to describe their social experiences, then extraversion is likely High because this highlights their excitement and desire for connection.', 'IF a person shows in a post that they are eager to make social gatherings a regular occurrence and express enjoyment from these engagements, then extraversion is likely High because it indicates a strong preference for social interaction.']","['It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through.', 'Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day!', 'Looking forward to going out to celebrate your Birthday.']",Moderate,"{'Positive Emotions': 2, 'Uncategorized': 1}",0
