p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","['me and my friends enjoyed this night.', 'we was throwing popcorn at him to get his attention.', ""we talked and exchanged phone numbers and we've been talking ever since."", 'I just want to shout out happy birthday to my amazing husband.']",High,"{'Positive Emotions': 3, 'Sociability': 1}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","[""Such a great night with this incredible bunch,... Friends who know you so well, who'll see you through anything and everything."", ""who'll see you through anything and everything... are still up for a good girls night out."", 'Night at Sixways is always the best, love this place, and Love you all.', 'Happy birthday to my gorgeous husband, another year old and not any wiser! Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!']",High,"{'Positive Emotions': 3, 'Sociability': 1}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post enthusiasm and humor about past shared experiences with friends, THEN extraversion is likely High because it reveals a cheerful view on social connections.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","['We love spending time together and chilling out.', 'We spent the evening around my house, me and my 4 friends.', 'Feeling it today haha!', 'Happy birthday, hope you have the best day ever.']",High,"{'Positive Emotions': 3, 'Sociability': 1}",0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences."", 'IF a person shows in a post enthusiasm and humor about past shared experiences with friends, THEN extraversion is likely High because it reveals a cheerful view on social connections.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', 'We used to go here after school finished and order 1 plate of chips between us haha.', ""Happy Birthday to you. You're getting old but at least you still look fly haha."", 'I know our teachers that told us we spoke too much in class are mad haha.']",High,{'Positive Emotions': 4},1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', 'IF a person shows in a post an appreciation for intimate moments without referencing larger social interactions, THEN extraversion is likely Low because it implies a preference for deep connections over social engagement.']","['had so much fun seeing you all again and catching up.', 'we should make this an annual thing every year.', 'I remember when we used to go out on our bikes for hours.', 'I hope your day is filled with all the things you love and your favorite people.']",High,"{'Positive Emotions': 2, 'Sociability': 2}",0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post humorously recounting shared wild adventures with friends, THEN extraversion is likely High because it reflects an active enjoyment of social experiences.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""i can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.', ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,"{'Positive Emotions': 3, 'Sociability': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', ""Can't wait until the next one in December."", 'Dinner was lovely and lots of laughs and drinks as usual!', 'Wishing you the happiest of birthdays. You deserve to have the best day! Thanks for being the most amazing and supportive partner.']",High,"{'Positive Emotions': 3, 'Sociability': 1}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences.""]","['My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', 'I am so proud of you for making it another year.']",High,{'Positive Emotions': 2},1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post enthusiasm and humor about past shared experiences with friends, THEN extraversion is likely High because it reveals a cheerful view on social connections.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences."", 'IF a person shows in a post regard for social events as therapeutic and expresses eagerness to repeat them soon, THEN extraversion is likely High because it demonstrates enthusiasm for potential future interactions.']","['It was great to catch up with everyone again after so long.', ""Let's not leave it so long next time."", 'Lots of laughs and embarrassing stories which may or may not have been true.', 'happy Birthday to the three-score and ten-year-old man I love.', ""Here's to being not too old to dance the night away in true school disco style.""]",High,"{'Positive Emotions': 4, 'Sociability': 1}",0
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person shows in a post excitement about reuniting with friends and expresses joy about reminiscing together, THEN extraversion is likely High because it indicates a positive engagement with social interactions.', 'IF a person shows in a post a desire to get together with friends and make new memories, THEN extraversion is likely High because it reflects an eagerness for social interaction.', 'IF a person shows in a post an appreciation for intimate moments without referencing larger social interactions, THEN extraversion is likely Low because it implies a preference for deep connections over social engagement.', ""IF a person shows in a post a strong emphasis on their partner's achievements and plans for celebrations, THEN extraversion is likely High because it highlights their social connectivity and optimism for shared experiences."", 'IF a person shows in a post joy derived from spending time with friends and sharing funny memories, THEN extraversion is likely High because it highlights an enjoyment of group dynamics.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.', ""Should make this a regular thing, so here's to the next one!"", 'A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that I know.', 'Congratulations on all that you have achieved and your recent success, long may it continue.', 'Food, drinks, music, games and great chat!']",High,"{'Positive Emotions': 3, 'Sociability': 2}",0
