p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.']","['we went to the movie theater and watched a new movie and had fun', 'OMG ... we talked and exchanged phone numbers', ""we've been talking ever since me and my friends enjoyed this night""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.']","[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time."", 'I am so excited to be here and catch up on all that we missed over time.', 'I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!', 'I am so excited to be here and catch up on all that we missed over time.']",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Energy/Activity': 1}",0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person indicates they had a lot of fun at a social event and mentions laughter or games in their post THEN extraversion is likely High because it highlights enjoyment of socializing.']","['I have reunited with my childhood friends and I was so excited.', 'it was an amazing experience which I totally recommend if you can do it.', 'the feeling of meeting someone you used to play with... is unforgettable.', 'I am so happy to see you growing up bit by bit.']",High,"{'Sociability': 2, 'Positive Emotions': 2}",1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person indicates they had a lot of fun at a social event and mentions laughter or games in their post THEN extraversion is likely High because it highlights enjoyment of socializing.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', '15 years of friendship down, a lifetime to go.', 'I know our teachers that told us we spoke too much in class are mad haha.', ""You're getting old but at least you still look fly haha."", 'I love you dearly and cant wait to spend the rest of the day with you.']",High,"{'Sociability': 2, 'Positive Emotions': 2, 'Energy/Activity': 1}",1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.']","['had so much fun seeing you all again and catching up.', 'we should make this an annual thing every year.', 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.', 'I cant wait to celebrate every birthday with you.']",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Energy/Activity': 1}",0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person indicates they had a lot of fun at a social event and mentions laughter or games in their post THEN extraversion is likely High because it highlights enjoyment of socializing.', 'IF a person indicates they had a lot of fun at a social event and mentions laughter or games in their post THEN extraversion is likely High because it highlights enjoyment of socializing.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique!', ""we mustn't leave it so long next time."", 'Talking about old times at school was a blast....rekindled many good memories.', 'expect the princess treatment !!! love you xxxxx']",High,"{'Sociability': 2, 'Positive Emotions': 3}",1
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", 'Oh my God, i have really missed them', ""i can't wait to update you guys on the plans we have to catch up."", ""I'm so happy to see them""]",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Energy/Activity': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person indicates they had a lot of fun at a social event and mentions laughter or games in their post THEN extraversion is likely High because it highlights enjoyment of socializing.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person mentions community involvement or the pleasure of meeting new people in their post THEN extraversion is likely High because it indicates active social participation.']","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', 'Dinner was lovely and lots of laughs and drinks as usual!', ""Always great to see them and amazing that we are all still friends after over 30 years. Can't wait until the next one in December."", ""Can't wait until the next one in December."", 'Wishing you the happiest of birthdays. You deserve to have the best day!']",High,"{'Sociability': 3, 'Positive Emotions': 1, 'Uncategorized': 1}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.']","['Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', 'My loved ones are what keep me going.', 'HAPPY BIRTHDAY BABYGIRL????', ""I love you so much and I'm so blessed to have you.""]",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Energy/Activity': 1}",1
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person expresses enjoyment of social activities or gatherings in their post THEN extraversion is likely High because it indicates a tendency to engage in social interactions.', 'IF a person uses exclamatory language or expresses excitement about spending time with others in their post THEN extraversion is likely High because it reflects enthusiasm for social interactions.', 'IF a person shares positive anecdotes about social experiences and expresses eagerness to meet again in their post THEN extraversion is likely High because it shows a desire for continued social interaction.', 'IF a person describes feeling energized or uplifted after seeing friends in their post THEN extraversion is likely High because this shows an openness to social environments.', 'IF a person mentions community involvement or the pleasure of meeting new people in their post THEN extraversion is likely High because it indicates active social participation.']","['Just got back from a reunion with some friends from back home!', 'Hope to see you guys soon!!', 'These guys always had my back... Hope to see you guys soon!!', 'Just got back from a reunion with some friends from back home!', 'To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together!']",High,"{'Sociability': 3, 'Positive Emotions': 1, 'Energy/Activity': 1}",1
