p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.']","['OMG we went to the movie theater and watched a new movie and had fun... me and my friends enjoyed this night.', ""we went to the movie theater and watched a new movie and had fun... exchanging phone numbers and we've been talking ever since.""]",High,{'Positive Emotions': 2},1
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person reflects on memories with friends rather than focusing on current social experiences in a post THEN extraversion is likely Low because this suggests a preference for introspection and past experiences over engaging with others in the present.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', 'hope to catch up with you all again sometime soon and make more brilliant memories.', ""It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them.""]",Moderate,"{'Sociability': 2, 'Positive Emotions': 1}",0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.']","['had so much fun seeing you all again and catching up.', 'we should make this an annual thing every year.', 'This last year has been amazing and i cant wait to celebrate every birthday with you.']",High,"{'Positive Emotions': 2, 'Sociability': 1}",0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.', 'IF a person expresses excitement about future plans or gatherings in a post THEN extraversion is likely High because this suggests a desire for continued social interactions.']","['We finally met up after so long - It was so lovely to catch up with all of you.', ""Let me know when you're all back in town - we can hang out again."", 'It was so lovely to catch up with all of you.', 'I look forward to spending the next year with you.']",High,"{'Positive Emotions': 2, 'Sociability': 1, 'Uncategorized': 1}",0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person describes enjoying a long and fun-filled reunion with a lively atmosphere in a post THEN extraversion is likely High because it shows a tendency to thrive in social settings.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.', ""IF a person expresses enthusiasm for a friend's birthday with personal touches and a lively message THEN extraversion is likely High as it shows engagement in social connections.""]","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'having a brill time at the reunion', ""we mustn't leave it so long next time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique!', ""Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx""]",High,"{'Positive Emotions': 2, 'Energy/Activity': 1, 'Sociability': 1, 'Uncategorized': 1}",1
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person describes having an amazing time catching up with childhood friends in a lively manner in a post THEN extraversion is likely High because it reflects a vibrant connection to social experiences.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.', ""i can't wait to update you guys on the plans we have to catch up.""]",High,"{'Positive Emotions': 2, 'Sociability': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person describes enjoying a long and fun-filled reunion with a lively atmosphere in a post THEN extraversion is likely High because it shows a tendency to thrive in social settings.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.']","[""Can't wait until the next one in December."", 'Dinner was lovely and lots of laughs and drinks as usual!', 'Had a great catch up with my old school pals.', 'Always great to see them and amazing that we are all still friends after over 30 years.']",High,"{'Positive Emotions': 2, 'Energy/Activity': 1, 'Sociability': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.']","[""I cant wait to do it again! Let's go whale watching next time."", 'We drank and danced to 80s music! I kicked her butt in air hockey and we went to the zoo.', ""I cant wait to do it again! Let's go whale watching next time.""]",High,"{'Positive Emotions': 2, 'Sociability': 1}",0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person expresses a longing for more social interactions or plans future gatherings in a post THEN extraversion is likely High because it indicates an eagerness to maintain social connections.', 'IF a person describes enjoying a long and fun-filled reunion with a lively atmosphere in a post THEN extraversion is likely High because it shows a tendency to thrive in social settings.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.']","['Just got back from a reunion with some friends from back home!', 'Hope to see you guys soon!!', ""These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf."", 'Then again, the drinks probably messed my aim up a little bit.']",High,"{'Positive Emotions': 2, 'Sociability': 1, 'Energy/Activity': 1}",1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person expresses excitement about reuniting with friends in a post THEN extraversion is likely High because this enthusiasm indicates a strong enjoyment of social interactions.', 'IF a person describes enjoying a long and fun-filled reunion with a lively atmosphere in a post THEN extraversion is likely High because it shows a tendency to thrive in social settings.', 'IF a person shares a vivid and enthusiastic recount of a recent gathering with friends in a post THEN extraversion is likely High because this reflects a strong enjoyment and positive engagement with social company.']","[""we are all so looking forward to your birthday bash at Fisher's restaurant."", 'went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics. the lion cubs were so cute.']",High,"{'Positive Emotions': 2, 'Energy/Activity': 1}",0
