p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.']","['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', ""we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night.""]",High,"{'Positive Emotions': 1, 'Sociability': 1}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!']",High,"{'Positive Emotions': 1, 'Sociability': 1}",1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person reflects on past social events with a tone of nostalgia rather than enthusiasm in their posts THEN extraversion is likely Low because this suggests a focus on memories rather than current social engagement.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.']","['I am reminded of some of the best times of my life!', 'I will be there to cheer you on the whole way.', ""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time.""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person reflects on past social events with a tone of nostalgia rather than enthusiasm in their posts THEN extraversion is likely Low because this suggests a focus on memories rather than current social engagement.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person discusses spending time with a small number of close friends without expressing excitement about larger social gatherings THEN extraversion is likely Low because this illustrates a preference for intimate settings over broad social occasions.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', 'hope to catch up with you all again sometime soon and make more brilliant memories.', 'I love days like these, hope to catch up with you all again sometime soon.']",Moderate,{'Sociability': 3},0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person reflects on past social events with a tone of nostalgia rather than enthusiasm in their posts THEN extraversion is likely Low because this suggests a focus on memories rather than current social engagement.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha.', 'I love you dearly and cant wait to spend the rest of the day with you.']",Moderate,{'Sociability': 2},0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.']","[""I can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.']",High,"{'Sociability': 1, 'Positive Emotions': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person reflects on past social events with a tone of nostalgia rather than enthusiasm in their posts THEN extraversion is likely Low because this suggests a focus on memories rather than current social engagement.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.']","['I hung out with my best friend when I was a teenager. We were in San Diego in a rented condo. We drank and danced to 80s music! I kicked her butt in air hockey and we went to the zoo.', ""Cant wait to do it again! Let's go whale watching next time."", 'We drank and danced to 80s music! I kicked her butt in air hockey.']",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.', 'IF a person expresses fondness for someone they recently met and expresses affection in a personable way, THEN extraversion is likely High because this indicates comfort and desire for connection.']","['Hope to see you guys soon!!', 'Just got back from a reunion with some friends from back home! These guys always had my back...', 'To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together!']",High,"{'Sociability': 1, 'Positive Emotions': 1, 'Uncategorized': 1}",1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person reflects on past social events with a tone of nostalgia rather than enthusiasm in their posts THEN extraversion is likely Low because this suggests a focus on memories rather than current social engagement.', 'IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.']","['It was great to catch up with everyone again after so long.', ""Let's not leave it so long next time."", 'School reunion gathering, fun night with all. Lots of laughs and embarrassing stories.', 'Here to cake, fizz and a fun-filled day of surprises.']",High,"{'Sociability': 2, 'Positive Emotions': 2}",0
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person expresses a desire to organize future social events or gatherings in a post THEN extraversion is likely High because this indicates an eagerness to connect with others.', 'IF a person describes having fun at a gathering with a focus on the lively atmosphere and social interactions undergone with enthusiasm THEN extraversion is likely High because this showcases enjoyment derived from being in social settings.']","[""Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)"", 'So exciting to catch up with everyone!']",High,"{'Sociability': 1, 'Positive Emotions': 1}",0
