p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', 'me and my friends enjoyed this night.', 'we was throwing popcorn at him to get his attention.']",High,"{'Uncategorized': 1, 'Sociability': 2}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover!', 'Happy birthday to my gorgeous husband, another year old and not any wiser!']",High,"{'Uncategorized': 1, 'Sociability': 2}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","['We love spending time together and chilling out.', 'We spent the evening wining and dining.', 'Feeling it today haha!']",High,"{'Uncategorized': 1, 'Sociability': 2}",0
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.']","[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time."", ""It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!""]",High,"{'Uncategorized': 1, 'Sociability': 1}",0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","['It was so lovely to catch up with all of you.', ""Let me know when you're all back in town - we can hang out again."", 'Happy birthday!! I hope you had an amazing day with friends and family - and thank you for letting me share it with you.']",High,"{'Uncategorized': 1, 'Sociability': 2}",0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.', ""Happy birthday to the love of my life. I can't imagine what my life could have been without you.""]",High,"{'Uncategorized': 1, 'Sociability': 2}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","[""I can't wait to do it again! Let's go whale watching next time."", 'We drank and danced to 80s music! I kicked her butt in air hockey.', 'We drank and danced to 80s music!']",High,"{'Uncategorized': 1, 'Sociability': 2}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person shows in a post meaningful reflections on past friendships without emphasis on current social engagements THEN extraversion is likely Low because the focus on nostalgia suggests introspection over social activity.', 'IF a person shows in a post a tendency to reflect on personal connections without high energy language or excitement about social plans THEN extraversion is likely Low because this reflects a lack of eagerness for social interaction.', 'IF a person shows in a post primary focus on personal reflections and relationships without cheer or excitement for social scenes THEN extraversion is likely Low because this indicates a more introverted nature toward social situations.']","['Life can be complicated, but my people make it all worth it. My loved ones are what keep me going.', ""I don't know where I would be without them. I'm so blessed to be able to call you guys my family."", ""You really show me what real love is. I don't know where I'd be without you.""]",Low,{'Sociability': 3},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.']","['Just got back from a reunion with some friends from back home!', 'Hope to see you guys soon!!', ""P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment.""]",High,"{'Uncategorized': 1, 'Sociability': 2}",1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.', 'IF a person shows in a post references to joyful experiences at gatherings with friends and an eagerness to reconnect THEN extraversion is likely High because this reflects comfort and enjoyment in social environments.', 'IF a person shows in a post humor and excitement about public celebrations and shared experiences with others THEN extraversion is likely High because this demonstrates social enjoyment and engagement.', 'IF a person shows in a post enthusiasm for social gatherings and reminiscing with friends THEN extraversion is likely High because the excitement indicates a preference for social interaction.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics. the lion cubs were so cute.', 'alex ate too much cake and looked alittle green jake punched him in the stomach to sicee if he could make him sick ..', ""we are all so looking forward to your birthday bash at Fisher's restaurant.""]",High,"{'Uncategorized': 2, 'Sociability': 2}",0
