p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,[],[],High,{},0
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person talks about being excited to share new plans and experiences, THEN openness is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person demonstrates enthusiasm for upcoming plans with friends, THEN openness is likely High because this reflects a desire for new experiences and social connections.']","['I am so excited to be here and catch up on all that we missed over time.', ""Wow! It's so great to see everyone after all this time!""]",High,{'Uncategorized': 2},0
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,[],[],High,{},0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,[],[],High,{},0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person mentions feeling awkward or uncomfortable in social situations within their post THEN extraversion is likely Low because it reflects a lack of ease in engaging with others.', 'IF a person uses subdued language and a lack of expressive punctuation in their post about social interactions THEN extraversion is likely Low because it suggests a more restrained or private approach to socializing.', 'IF a person focuses on the comfort of familiar, yet infrequent interactions with friends in their post, without enthusiasm for ongoing connections THEN extraversion is likely Low because it hints at limited sociability.']","[""I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again."", ""Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you xxxxx"", 'Talking about old times at school was a blast....rekindled many good memories.']",High,"{'Sociability': 2, 'Uncategorized': 1}",1
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person focuses on the comfort of familiar, yet infrequent interactions with friends in their post, without enthusiasm for ongoing connections THEN extraversion is likely Low because it hints at limited sociability.']","[""I don't know where I would be without them. I'm so blessed to be able to call you guys my family.""]",Moderate,{'Uncategorized': 1},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,[],[],High,{},1
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person demonstrates enthusiasm for upcoming plans with friends, THEN extraversion is likely High because this reflects a desire for new experiences and social connections.', 'IF a person mentions feeling awkward or uncomfortable in social situations within their post THEN extraversion is likely Low because it reflects a lack of ease in engaging with others.']","[""What a wild time we've had, you would think that we were in 2004 living our best life at XXX university!"", ""fear not we'll keep it low key and definitely not party like we did for your thirtieth!""]",High,"{'Uncategorized': 1, 'Sociability': 1}",1
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person focuses on the comfort of familiar, yet infrequent interactions with friends in their post, without enthusiasm for ongoing connections THEN extraversion is likely Low because it hints at limited sociability.']","['It had been a long time coming, I met my childhood friends after nearly 10 years.']",Moderate,{'Uncategorized': 1},0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person mentions feeling awkward or uncomfortable in social situations within their post THEN extraversion is likely Low because it reflects a lack of ease in engaging with others.', 'IF a person uses subdued language and a lack of expressive punctuation in their post about social interactions THEN extraversion is likely Low because it suggests a more restrained or private approach to socializing.', 'IF a person focuses on the comfort of familiar, yet infrequent interactions with friends in their post, without enthusiasm for ongoing connections THEN extraversion is likely Low because it hints at limited sociability.']","['N/A', 'N/A', 'N/A']",High,"{'Sociability': 2, 'Uncategorized': 1}",1
