p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,[],[],High,{},1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person describes social activities in a lively and enthusiastic manner, THEN extraversion is likely High because this reflects excitement and enjoyment of social interactions.', 'IF a person expresses joy in reconnecting with others and reflects positively on past experiences, THEN extraversion is likely High because this shows a love for social engagement.']","[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time."", ""It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!""]",High,{'Uncategorized': 2},0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person tends to focus on the food, drinks, and ambience in social gatherings rather than the interactions themselves THEN extraversion is likely Low because this suggests a lack of emphasis on social engagement.', 'IF a person engages in self-reflection or expresses feelings of discomfort in social situations THEN extraversion is likely Low because this indicates difficulty or reluctance in social interactions.', 'IF a person describes social activities in subdued or minimal emotional language without exclamation or enthusiasm THEN extraversion is likely Low because this shows a lack of excitement for socializing.', 'IF a person details spending time with a very limited number of friends rather than broader social groups in a reflective way THEN extraversion is likely Low because this suggests a preference for solitary or intimate social connections rather than wider social engagement.']","['', '', '', '']",High,"{'Sociability': 3, 'Energy/Activity': 1}",0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person talks about being excited to share new plans and experiences, THEN openness is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person demonstrates enthusiasm for a significant relationship in an expressive way, THEN extraversion is likely High because this reflects emotional engagement with social connections.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,{'Uncategorized': 2},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person talks about being excited to share new plans and experiences, THEN openness is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person expresses affection or love towards others in a warm and enthusiastic manner, THEN extraversion is likely High because this reflects a strong social connection.']","['Hope to see you guys soon!!', 'happy birthday my love, I hope that we can spend many more together!']",High,{'Uncategorized': 2},1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,[],[],High,{},0
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person describes social activities in subdued or minimal emotional language without exclamation or enthusiasm THEN extraversion is likely Low because this shows a lack of excitement for socializing.', 'IF a person tends to focus on the food, drinks, and ambience in social gatherings rather than the interactions themselves THEN extraversion is likely Low because this suggests a lack of emphasis on social engagement.']","['School reunion gathering, fun night with all. Lots of laughs and embarrassing stories...', 'Here to cake, fizz and a fun-filled day of surprises.']",High,"{'Energy/Activity': 1, 'Sociability': 1}",0
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person talks about being excited to share new plans and experiences, THEN openness is likely High because this reflects an eagerness to explore and connect with others.', 'IF a person demonstrates enthusiasm for upcoming plans with friends, THEN openness is likely High because this reflects a desire for new experiences and social connections.']","['So exciting to catch up with everyone!', 'So excited to spend the rest of my life with you.']",High,{'Uncategorized': 2},0
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,[],[],Moderate,{},0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,[],[],High,{},1
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,['IF a person describes social activities in subdued or minimal emotional language without exclamation or enthusiasm THEN extraversion is likely Low because this shows a lack of excitement for socializing.'],"['While the posts do include fond memories and well wishes, they are filled with warmth and enthusiasm, indicating a positive sentiment towards social interactions.']",High,{'Energy/Activity': 1},1
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,[],[],High,{},0
30,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",Low,"['IF a person describes social activities in subdued or minimal emotional language without exclamation or enthusiasm THEN extraversion is likely Low because this shows a lack of excitement for socializing.', 'IF a person tends to focus on the food, drinks, and ambience in social gatherings rather than the interactions themselves THEN extraversion is likely Low because this suggests a lack of emphasis on social engagement.', 'IF a person engages in self-reflection or expresses feelings of discomfort in social situations THEN extraversion is likely Low because this indicates difficulty or reluctance in social interactions.', 'IF a person details spending time with a very limited number of friends rather than broader social groups in a reflective way THEN extraversion is likely Low because this suggests a preference for solitary or intimate social connections rather than wider social engagement.']","['None of the posts reflect subdued or minimal emotional language.', 'None of the posts focus primarily on food, drinks, and ambience without mentioning interactions.', 'None of the posts express discomfort or self-reflection.', 'I cannot find evidence of a limited social circle reflecting a preference for intimate connections.']",High,"{'Energy/Activity': 1, 'Sociability': 3}",0
