p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a lack of enthusiasm or energy about social engagements, mentioning feelings of awkwardness or discomfort in social settings THEN extraversion is likely Low because it reflects a preference for solitude or a lesser interest in social interaction.', 'IF a person shows in a post a subdued tone or a lack of expressive language when discussing social gatherings, suggesting that such events are burdensome or merely reflective THEN extraversion is likely Low because it means they might not be outgoing or enjoyment-seeking.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.', 'IF a person expresses excitement and enthusiasm about social interactions and events, particularly mentioning fun experiences with friends, THEN extraversion is likely High because it reflects a preference for active engagement with others.', 'IF a person shares positive feelings about social interactions and connections, especially in a lively and animated manner, THEN extraversion is likely High because this indicates enjoyment in being social.']","['None', 'None', 'None', 'None', 'OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', ""we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night.""]",High,"{'Sociability': 1, 'Energy/Activity': 2, 'Warmth': 1, 'Uncategorized': 2}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a lack of enthusiasm or energy about social engagements, mentioning feelings of awkwardness or discomfort in social settings THEN extraversion is likely Low because it reflects a preference for solitude or a lesser interest in social interaction.', 'IF a person shows in a post a subdued tone or a lack of expressive language when discussing social gatherings, suggesting that such events are burdensome or merely reflective THEN extraversion is likely Low because it means they might not be outgoing or enjoyment-seeking.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.', 'IF a person discusses enjoyable social dinners with friends and mentions drinking wine and having fun, THEN extraversion is likely High because it reflects social engagement and enjoyment of social interactions.']","['None', 'None', 'None', 'I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you.', 'We love spending time together and chilling out. Once they came here we spent the evening wining and dining.']",High,"{'Sociability': 1, 'Energy/Activity': 2, 'Warmth': 1, 'Uncategorized': 1}",0
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['I am reminded of some of the best times of my life!', 'Just wanted you to know I was thinking about you on your special day and wish you many more!']",High,"{'Sociability': 1, 'Warmth': 1}",0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person demonstrates enthusiasm for upcoming plans with friends, THEN openness is likely High because this reflects a desire for new experiences and social connections.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.', 'IF a person shows in a post a lack of enthusiasm or energy about social engagements, mentioning feelings of awkwardness or discomfort in social settings THEN extraversion is likely Low because it reflects a preference for solitude or a lesser interest in social interaction.']","['Talking about old times at school was a blast....rekindled many good memories.', ""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", ""Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you xxxxx"", ""I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.""]",High,"{'Sociability': 1, 'Uncategorized': 1, 'Warmth': 1, 'Energy/Activity': 1}",1
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","[""I have really missed them, I saw them last about 8 years ago but we've always been in communication."", ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,"{'Sociability': 1, 'Warmth': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['I hung out with my best friend when I was a teenager. We were in San Diego in a rented condo. We drank and danced to 80s music!', 'Happy Birthday my Kub. I love you so much and am praying that God blesses you with peace and happiness this year.']",Moderate,"{'Sociability': 1, 'Warmth': 1}",1
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a lack of enthusiasm or energy about social engagements, mentioning feelings of awkwardness or discomfort in social settings THEN extraversion is likely Low because it reflects a preference for solitude or a lesser interest in social interaction.', 'IF a person shows in a post a subdued tone or a lack of expressive language when discussing social gatherings, suggesting that such events are burdensome or merely reflective THEN extraversion is likely Low because it means they might not be outgoing or enjoyment-seeking.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['Just got back from a reunion with some friends from back home!', ""except when it comes to telling me I'm any good at bowling or mini golf :0"", 'Then again, the drinks probably messed my aim up a litttle bit.', 'To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together!']",High,"{'Sociability': 1, 'Energy/Activity': 2, 'Warmth': 1}",1
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.', 'A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life.']",Low,"{'Sociability': 1, 'Warmth': 1}",1
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long.', 'Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between.']",Low,"{'Sociability': 1, 'Warmth': 1}",1
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person shows in a post reflections about past experiences with a nostalgic tone rather than excitement about current social interactions THEN extraversion is likely Low because this indicates a preference for introspection over active social engagement.', 'IF a person shows in a post a focus on deeper connections with loved ones, expressing appreciation without much excitement for wider social interactions THEN extraversion is likely Low because it suggests prioritization of intimate relationships over broader socialization.']","['Had the best time catching up with my childhood friends last night! It’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.', ""Happy Birthday to the love of my life! I'm so grateful for every moment we share together.""]",High,"{'Sociability': 1, 'Warmth': 1}",1
