p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.']","['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', ""he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night.""]",High,"{'Energy/Activity': 1, 'Uncategorized': 1}",1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"['IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person expresses gratitude for close relationships without mentioning social plans or enthusiasm for gatherings in their posts THEN extraversion is likely Low because this indicates a preference for intimacy over extroverted activities.']","['I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert.', 'I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you.']",Moderate,"{'Energy/Activity': 1, 'Uncategorized': 1}",1
4,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",Moderate,"['IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.']","[""Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time."", ""It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now.""]",High,"{'Energy/Activity': 1, 'Uncategorized': 1}",0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.', 'IF a person frequently uses exclamation marks and displays excitement about celebrating events with a group in their posts THEN extraversion is likely High because this suggests a vibrant, outgoing nature.']","['I hope your day is filled with all the things you love and your favorite people.', 'we should make this an annual thing every year.', 'Happpy Birthdayyyy.']",High,"{'Energy/Activity': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person describes past interactions with friends and does not mention current or future plans for social gatherings in their post THEN extraversion is likely Low because this suggests a preference for reminiscing rather than engaging in new social experiences.', 'IF a person expresses gratitude for close relationships without mentioning social plans or enthusiasm for gatherings in their posts THEN extraversion is likely Low because this indicates a preference for intimacy over extroverted activities.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.']","['I hung out with my best friend when I was a teenager. We were in San Diego in a rented condo.', 'Happy Birthday my Kub. I love you so much and am praying that God blesses you with peace and happiness this year. You are the best thing that has ever happened to me.', ""Cant wait to do it again! Let's go whale watching next time.""]",Moderate,"{'Sociability': 1, 'Uncategorized': 2}",1
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person describes a deep, personal connection in a post without expressing enthusiasm about social engagements THEN extraversion is likely Low because this suggests a focus on intimate relationships over broader social interactions.', 'IF a person focuses on expressing gratitude for close relationships without mentioning social plans or enthusiasm for gatherings in their posts THEN extraversion is likely Low because this indicates a preference for intimacy over extroverted activities.']","[""My loved ones are what keep me going. I'm so blessed to be able to call you guys my family."", ""I love you so much and I'm so blessed to have you.""]",Low,"{'Warmth': 1, 'Uncategorized': 1}",0
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person describes past interactions with friends and does not mention current or future plans for social gatherings in their post THEN extraversion is likely Low because this suggests a preference for reminiscing rather than engaging in new social experiences.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.', 'IF a person focuses on expressing gratitude for close relationships without mentioning social plans or enthusiasm for gatherings in their posts THEN extraversion is likely Low because this indicates a preference for intimacy over extroverted activities.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.', 'Should make this a regular thing, so heres to the next one!', 'A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that I know.']",Moderate,"{'Sociability': 1, 'Uncategorized': 2}",0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person describes a deep, personal connection in a post without expressing enthusiasm about social engagements THEN extraversion is likely Low because this suggests a focus on intimate relationships over broader social interactions.', 'IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.']","['Had the best time catching up with my childhood friends last night! It’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.', 'I can’t wait to celebrate you today and make more amazing memories! Here’s to another year of love, adventure, and all your dreams coming true.', 'I can’t wait to celebrate you today and make more amazing memories!']",Moderate,"{'Warmth': 1, 'Energy/Activity': 1, 'Uncategorized': 1}",0
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,"['IF a person conveys joy and energy when discussing social gatherings, using enthusiastic language and humor in their posts THEN extraversion is likely High because this reflects a sociable personality.', 'IF a person emphasizes plans for future social gatherings and expresses eagerness about them in their posts THEN extraversion is likely High because this demonstrates a desire for ongoing social engagement.', 'IF a person frequently uses exclamation marks and displays excitement about celebrating events with a group in their posts THEN extraversion is likely High because this suggests a vibrant, outgoing nature.']","['Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe.', 'we need to make these meet ups a more regular thing!', 'Happy Birthday to our one and only, our jam in the sandwich… have the best day.']",High,"{'Energy/Activity': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",1
27,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,"['IF a person describes a deep, personal connection in a post without expressing enthusiasm about social engagements THEN extraversion is likely Low because this suggests a focus on intimate relationships over broader social interactions.', 'IF a person reflects more on personal growth and experiences rather than shared moments with a group in their posts THEN extraversion is likely Low because this suggests a more introspective nature.']","[""I'm so appreciative of all the things you have done for me, and our family."", ""After all these years it's very interesting seeing how everyone I grew up with has changed...""]",Low,{'Warmth': 2},1
