p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['OMG we went to the movie theater and watched a new movie and had fun... me and my friends enjoyed this night.', ""we was throwing popcorn at him to get his attention... we've been talking ever since.""]",High,"{'Sociability': 1, 'Uncategorized': 1}",1
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', ""It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them."", 'hope to catch up with you all again sometime soon and make more brilliant memories.', 'catch up with some old friends and reminisce on childhood memories!']",High,"{'Sociability': 2, 'Warmth': 1, 'Uncategorized': 1}",0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post the use of vivid or enthusiastic language to describe past social experiences, THEN extraversion is likely High because this illustrates excitement and positive energy associated with social interactions.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post language that is low in enthusiasm or contains negative sentiments about social interactions, THEN extraversion is likely Low because this implies a discomfort or disinterest in being social.']","['I have reunited with my childhood friends and I was so excited.', 'it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with... is unforgettable.', 'the fact that you used to be so close with them is shocking!', 'I am so happy to see you growing up bit by bit.', 'I wish you the best of many days and years to come.']",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Warmth': 1, 'Uncategorized': 1}",1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post the use of vivid or enthusiastic language to describe past social experiences, THEN extraversion is likely High because this illustrates excitement and positive energy associated with social interactions.']","['I had so much fun seeing you all again and catching up.', 'I remember when we used to go out on our bikes for hours... we should make this an annual thing every year.', 'we should make this an annual thing every year.', 'Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people.']",High,"{'Sociability': 2, 'Warmth': 1, 'Positive Emotions': 1}",0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['It was so lovely to catch up with all of you.', ""Let me know when you're all back in town - we can hang out again."", 'It has been way too long since we last saw each other, but somehow it feels like no time has passed when we got back together.', 'I hope you had an amazing day with friends and family - and thank you for letting me share it with you.']",High,"{'Sociability': 2, 'Warmth': 1, 'Uncategorized': 1}",0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post language that is low in enthusiasm or contains negative sentiments about social interactions, THEN extraversion is likely Low because this implies a discomfort or disinterest in being social.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""i have really missed them, i saw them last about 8 years ago but we've always been in communication."", ""i can't wait to update you guys on the plans we have to catch up."", 'None.', 'My childhood friends came over.']",High,"{'Sociability': 2, 'Warmth': 1, 'Uncategorized': 2}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post language that is low in enthusiasm or contains negative sentiments about social interactions, THEN extraversion is likely Low because this implies a discomfort or disinterest in being social.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', ""Can't wait until the next one in December."", 'Wishing you the happiest of birthdays. You deserve to have the best day!', 'Thanks for being the most amazing and supportive partner. We hope you love your surprise party.']",High,"{'Sociability': 2, 'Uncategorized': 2}",0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post the use of vivid or enthusiastic language to describe past social experiences, THEN extraversion is likely High because this illustrates excitement and positive energy associated with social interactions.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics. the lion cubs were so cute.', ""we are all so looking forward to your birthday bash at Fisher's restaurant."", 'alex ate too much cake and looked alittle green jake punched him in the stomach to sicee if he could make him sick.']",High,"{'Sociability': 2, 'Positive Emotions': 1, 'Uncategorized': 1}",0
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","[""I'm looking forward to going out to celebrate your Birthday. Hope you liked all your presents."", 'I met my childhood friends after nearly 10 years... It is amazing how we have all gone down different routes yet have had similar childhood experiences.', 'We certainly had plenty of banter and catch up talk to go through.']",High,"{'Sociability': 1, 'Warmth': 1, 'Uncategorized': 1}",0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post the use of vivid or enthusiastic language to describe past social experiences, THEN extraversion is likely High because this illustrates excitement and positive energy associated with social interactions.']","['Had the best time catching up with my childhood friends last night!', 'It’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.', 'I can’t wait to celebrate you today and make more amazing memories!', 'You bring so much joy and laughter into my world.']",High,"{'Sociability': 2, 'Warmth': 1, 'Positive Emotions': 1}",1
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', ""IF a person shows in a post enthusiasm for future plans and expresses happiness about a partner's special day, THEN extraversion is likely High because this reflects excitement in planning for social events.""]","[""Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years."", 'these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable.', 'hopefully do it again soon.', ""I've got a lot planned that will hopefully give you the day you deserve and to spoil you.""]",High,"{'Sociability': 2, 'Warmth': 1, 'Uncategorized': 1}",0
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,"['IF a person shows in a post enthusiasm for social gatherings and expresses a desire to reconnect with friends and family, THEN extraversion is likely High because this indicates a comfort and enjoyment in social settings.', 'IF a person shows in a post vivid or enthusiastic language to describe past social experiences, THEN extraversion is likely High because this illustrates excitement and positive energy associated with social interactions.', 'IF a person shows in a post nostalgia for past friendships combined with a expressed happiness about a gathering, THEN extraversion is likely High because this indicates strong social bonds and enjoyment from reconnecting.', 'IF a person shows in a post eagerness to plan future social events or gatherings, THEN extraversion is likely High because this demonstrates a proactive approach to maintaining social connections.', 'IF a person shows in a post a description of activities that involve group participation and fun, THEN extraversion is likely High because this indicates a lively engagement in social life.']","['we need to make these meet ups a more regular thing!', 'Loved loved loved seeing these guys today…the original OG’s from way back when', 'Wah life goes by so fast. I’m so lucky to have these guys still in my life today', 'we need to make these meet ups a more regular thing!', 'Me and the boys will be on our best behaviour today']",High,"{'Sociability': 2, 'Uncategorized': 2, 'Warmth': 1}",1
