p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.', 'IF a person talks about having fun with friends and actively engaging with others in social settings, THEN extraversion is likely High because this indicates enjoyment and a preference for social interactions.']","['OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention.', ""we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night.""]",High,"{'Sociability': 1, 'Uncategorized': 1}",1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Night at Sixways is always the best, love this place, and Love you all ????']",High,{'Sociability': 2},1
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person mentions past friendships without showing excitement about the connections in a post THEN extraversion is likely Low because this implies a preference for less social interaction.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","['Lovely to catch up with some old friends and reminisce on childhood memories!', ""It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them."", 'I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories']",Moderate,{'Sociability': 3},0
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,"['IF a person expresses excitement about reconnecting with friends, THEN extraversion is likely High because this denotes enthusiasm for social interactions and relationships.', ""IF a person expresses joy and happiness in celebrating others' milestones, THEN extraversion is likely High because this indicates a propensity for social engagement and positivity.""]","['I have reunited with my childhood friends and I was so excited. it was an amazing experience...', 'I am so happy to see you growing up bit by bit... that makes me overjoyed.']",High,{'Uncategorized': 2},1
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha.', 'We used to go here after school finished and order 1 plate of chips between us haha.']",Moderate,{'Sociability': 2},0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person mentions feeling reserved or distant in their interactions with others in a post THEN extraversion is likely Low because this reflects a tendency towards introversion and less engagement in social activities.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.', 'IF a person expresses excitement and eagerness to celebrate future events with friends in a post THEN extraversion is likely High because this shows a desire for social interaction.']","[""I remember when we used to go out on our bikes for hours now we all have our own house's."", 'none of you have changed!', 'time flies by, I cant believe its been so long since we all met.', ""I cant wait to celebrate every birthday with you, even when we are old we'll still have each others company.""]",Moderate,"{'Sociability': 3, 'Uncategorized': 1}",1
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","['Talking about old times at school was a blast....rekindled many good memories.', ""I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.""]",Moderate,{'Sociability': 2},0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person expresses excitement about seeing their childhood friends after a long time and talks about plans to catch up, THEN extraversion is likely High because this demonstrates a strong interest in socializing and engaging with others.', 'IF a person shares heartfelt and enthusiastic wishes for a loved one on a special occasion, THEN extraversion is likely High because this shows a strong emotional connection and a desire to celebrate social relationships.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life.""]",High,{'Uncategorized': 2},0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person mentions past friendships without showing excitement about the connections in a post THEN extraversion is likely Low because this implies a preference for less social interaction.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","['I hung out with my best friend when I was a teenager. We were in San Diego in a rented condo. We drank and danced to 80s music!', ""Shout out to Dassi. I love you! Can't wait to do it again!"", 'I pray for many more years together. Love your Kewgar.']",High,{'Sociability': 3},0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person reflects on past memories with friends and focuses on nostalgia rather than the present moment in a post THEN extraversion is likely Low because this suggests a lack of enthusiasm for current socializing.', 'IF a person mentions past friendships without showing excitement about the connections in a post THEN extraversion is likely Low because this implies a preference for less social interaction.', 'IF a person mentions feeling reserved or distant in their interactions with others in a post THEN extraversion is likely Low because this reflects a tendency towards introversion and less engagement in social activities.', 'IF a person expresses a lack of enthusiasm for social activities or describes them in a subdued tone in a post THEN extraversion is likely Low because this shows disinterest in social engagement.']","['Post 1 does not reflect nostalgia; it describes a recent enjoyable experience.', 'Post 1 shows excitement about the birthday party and friends present.', 'Post 1 expresses enjoyment and engagement with friends.', ""Post 2 shows enthusiasm and anticipation for a friend's birthday celebration.""]",High,{'Sociability': 4},0
