p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.', 'IF a person describes having fun at a party while using expressive language to convey excitement, THEN extraversion is likely High because the use of enthusiastic language alongside a social context indicates an outgoing nature.', 'IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.']","['we went to the movie theater and watched a new movie and had fun ... me and my friends enjoyed this night', 'we went to the movie theater and watched a new movie and had fun', ""we was throwing popcorn at him to get his attention ... we've been talking ever since""]",High,"{'Sociability': 2, 'Energy/Activity': 1}",1
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"['IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person shares positive sentiments about a loved one and expresses appreciation for their presence, THEN extraversion is likely High because valuing relationships and emotional expressions is indicative of extraverted behavior.']","['I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories.', 'Thank you for making the world a happier place and staying by my side.']",High,"{'Sociability': 1, 'Uncategorized': 1}",0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.', 'IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person describes having fun at a party while using expressive language to convey excitement, THEN extraversion is likely High because the use of enthusiastic language alongside a social context indicates an outgoing nature.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', '15 years of friendship down, a lifetime to go.', ""You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.""]",High,"{'Sociability': 2, 'Energy/Activity': 1}",1
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person expresses happiness about being with friends and had fun reconnecting, THEN extraversion is likely High because engaging in social outings reflects extraverted behavior.', 'IF a person writes with excitement about reuniting with friends and expresses eagerness for future gatherings, THEN extraversion is likely High.', 'IF a person expresses excitement for birthdays and the company of friends, THEN extraversion is likely High because it indicates a desire for social interaction.']","['I had so much fun seeing you all again and catching up.', 'we should make this an annual thing every year.', ""I cant wait to celebrate every birthday with you, even when we are old we'll still have each others company.""]",High,{'Uncategorized': 3},0
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person shares in a post about enjoying a birthday celebration and expresses happiness about being with friends and family, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.']","[""It was so lovely to catch up with all of you. Let me know when you're all back in town - we can hang out again."", 'Happy birthday!! I hope you had an amazing day with friends and family - and thank you for letting me share it with you.']",High,"{'Sociability': 1, 'Uncategorized': 1}",0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.', 'IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person describes having fun at a party while using expressive language to convey excitement, THEN extraversion is likely High because the use of enthusiastic language alongside a social context indicates an outgoing nature.', 'IF a person indicates a preference for staying in and expresses discomfort with social situations, THEN extraversion is likely Low because this inclination points to introverted tendencies.', 'IF a person reflects on the availability of friends and mentions wanting to connect but exhibits a subdued tone, THEN extraversion is likely Low because a lack of enthusiasm in expressing these desires indicates introverted behavior.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", ""we mustn't leave it so long next time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique.', 'expect the princess treatment !!!', ""i'll see you when I get home.""]",High,"{'Sociability': 4, 'Energy/Activity': 1}",1
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", 'My childhood friends came over. Oh my God, i have really missed them.']",High,{'Sociability': 2},0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person has fun at a party while using expressive language to convey excitement, THEN extraversion is likely High because the use of enthusiastic language alongside a social context indicates an outgoing nature.', 'IF a person expresses love and excitement for spending time with someone special, THEN extraversion is likely High as this reflects an appreciation for connection and social relationships.']","['Just got back from a reunion with some friends from back home! Hope to see you guys soon!!', 'the drinks probably messed my aim up a little bit.', 'happy birthday my love, I hope that we can spend many more together!']",High,"{'Sociability': 1, 'Uncategorized': 2}",1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.', 'IF a person describes having fun at a party while using expressive language to convey excitement, THEN extraversion is likely High because the use of enthusiastic language alongside a social context indicates an outgoing nature.', 'IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.']","['went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics.', ""we are all so looking forward to your birthday bash at Fisher's restaurant.""]",High,"{'Sociability': 2, 'Energy/Activity': 1}",0
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person writes with excitement about reuniting with childhood friends and expresses eagerness for future gatherings, THEN extraversion is likely High because showing anticipation for social interactions indicates extraverted traits.', 'IF a person shares in a post about enjoying a night out with a group and expresses happiness about being with friends, THEN extraversion is likely High because engaging in social outings and demonstrating enthusiasm about gatherings reflects extraverted behavior.', 'IF a person shows a preference for expressing love and excitement for social connections with significant others, THEN extraversion is likely High because it indicates a positive engagement with their social environment.']","['An unforgettable day with childhood friends! A magical day reminiscing together and catching up after so long.', 'A magical day reminiscing together and catching up after so long.', 'Happy Birthday to my best friend, the best husband and dad in the world!']",High,"{'Sociability': 2, 'Uncategorized': 1}",0
