p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.', 'IF a person talks about enjoying busy social activities and wanting to meet friends in a post THEN extraversion is likely High because the enjoyment of crowded situations indicates an extroverted nature.']","[""I'm so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!"", 'Loved loved loved seeing these guys today…the original OG’s from way back when...', 'Me and the boys will be on our best behaviour today so get some rest and do something you enjoy.']",High,High,"{'Sociability': 1, 'Energy/Activity': 2}",1,1
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person reflects on a deeper connection with a partner instead of socializing in a post THEN extraversion is likely Low because the focus on intimate relationships over social aspects indicates introversion.', ""IF a person reflects on a past experience with friends but doesn't indicate excitement for new interactions in a post THEN extraversion is likely Low because the reference to past rather than present socialization suggests introversion.""]","['Should make this a regular thing, so heres to the next one!', 'you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life.', 'Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.']",High,Moderate,{'Sociability': 3},0,0
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.', 'IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.']","['Wow. Having a great time catching up with old childhood friends after over 50 years!', 'Hope you have an absolutely brilliant day and so glad i get to share it with you.', 'Lets not leave it another 50 years to catch up.']",High,High,"{'Sociability': 2, 'Energy/Activity': 1}",1,1
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person shares joy in adventures and partying with friends in a post THEN extraversion is likely High because the content reveals a preference for active social engagement.', 'IF a person reflects on a deeper connection with a partner instead of socializing in a post THEN extraversion is likely Low because the focus on intimate relationships over social aspects indicates introversion.']","['I had the best time today, joining together with the girls I grew up with!', 'It was utterly joyful, and a real throwback to a much simpler time.', ""I'm his biggest cheerleader and No.1 fan!""]",High,Moderate,"{'Sociability': 2, 'Positive Emotions': 1}",0,0
8,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",Moderate,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.', 'IF a person talks about enjoying busy social activities and wanting to meet friends in a post THEN extraversion is likely High because the enjoyment of crowded situations indicates an extroverted nature.']","['I hope your day is filled with all the things you love and your favorite people.', 'Happpy Birthdayyyy. I cant wait to celebrate every birthday with you.', ""I remember when we used to go out on our bikes for hours now we all have our own house's.""]",High,High,"{'Sociability': 1, 'Energy/Activity': 2}",0,0
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person reflects on a deeper connection with a partner instead of socializing in a post THEN extraversion is likely Low because the focus on intimate relationships over social aspects indicates introversion.']","[""Finally! The stars aligned and we were able to go out together! What a wild time we've had..."", ""My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well...""]",High,Moderate,{'Sociability': 2},0,0
55,"Highschool reunion! Had such a blast hanging out with these lovely people. Thank you Annie for organising and getting us all back together for such a fun and frivolous evening. Good food, excellent drinks and brilliant company. Would definitely recommend the venue we were hanging out in. And the theme was so much fun! I think we looked amazing in our fancy dress.","Congrats Jamie for surviving another year! It's definitely been a wild one between miving in, new job and adopting our first fur baby. I feel very lucky to be able to celebrate this birthday with you. Here we are enjoying dinner at the Sky Garden, picture taken by our lovely server for the evening. Can't wait to make more memories like this with you.",Moderate,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.', 'IF a person expresses joy in adventures and partying with friends in a post THEN extraversion is likely High because the content reveals a preference for active social engagement.', 'IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.']","['Had such a blast hanging out with these lovely people.', 'such a fun and frivolous evening.', 'Would definitely recommend the venue we were hanging out in.', 'I feel very lucky to be able to celebrate this birthday with you.', ""Can't wait to make more memories like this with you.""]",High,High,"{'Sociability': 3, 'Energy/Activity': 1, 'Uncategorized': 1}",0,0
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,"['IF a person reflects on a deeper connection with a partner instead of socializing in a post THEN extraversion is likely Low because the focus on intimate relationships over social aspects indicates introversion.', ""IF a person reflects on a past experience with friends but doesn't indicate excitement for new interactions in a post THEN extraversion is likely Low because the reference to past rather than present socialization suggests introversion.""]","[""I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life."", 'I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart.']",Moderate,Low,{'Sociability': 2},0,0
58,Was so great to see my childhood friends at the catch up recently.  So many old faces and memories.  It's so weird how everything has changed but also stayed the same at the same time.  Lucky to still have such a great group and a toast to those that couldn't be with us. Missed and not forgotten. xo ,Well another year older but no wiser just about sums it up!  Happiest of birthdays to my partner in crime! Expanding the birthday out over a whole weekend with drinks and dinner on our weekend getaway. Let's drink great wine and eat all the cake! London here we come. We love you xxx,Low,"[""IF a person reflects on a past experience with friends but doesn't indicate excitement for new interactions in a post THEN extraversion is likely Low because the reference to past rather than present socialization suggests introversion."", 'IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.']","['Was so great to see my childhood friends at the catch up recently. So many old faces and memories.', 'Expanding the birthday out over a whole weekend with drinks and dinner on our weekend getaway.', ""Let's drink great wine and eat all the cake!""]",High,Moderate,"{'Sociability': 2, 'Energy/Activity': 1}",0,0
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,"['IF a person shows enthusiasm for sharing social plans and updates with followers in a post THEN extraversion is likely High because the proactive sharing suggests a desire for social connection.', 'IF a person uses enthusiastic language to describe their social experiences in a post THEN extraversion is likely High because the energetic tone conveys excitement for social interactions.', 'IF a person expresses joy in adventures and partying with friends in a post THEN extraversion is likely High because the content reveals a preference for active social engagement.', ""IF a person shows enthusiasm for celebrating a friend's birthday in a post THEN extraversion is likely High because it indicates a celebration of social bonds."", 'IF a person uses playful and affectionate language towards friends in a post THEN extraversion is likely High as it reflects strong social connections.']","[""having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time."", 'just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique!', 'Talking about old times at school was a blast....rekindled many good memories.', 'Happy Birthday to Khaleesy ! Hope you liked the flowers babe.', 'expect the princess treatment !!! love you xxxxx']",High,High,"{'Sociability': 1, 'Energy/Activity': 1, 'Uncategorized': 3}",1,1
