p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
29,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Moderate,"['IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.', 'IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.']","[""After all this time, the 5 of us still have our meet ups! We just carry on chatting as though we met yesterday and it's not just a yearly event."", ""Just because you're a year older, doesn't mean you can get a quiet life! Glad you're my husband... Happy birthday xxxx and many more to come xxxx.""]",High,High,"{'Sociability': 1, 'Energy/Activity': 1}",0,0
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.', 'IF a person demonstrates enthusiasm for upcoming plans with friends, THEN openness is likely High because this reflects a desire for new experiences and social connections.']","['Was lucky enough to recently meet up and have an amazing time catching up with old friends from school...', ""Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years..."", ""wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve...""]",High,High,"{'Energy/Activity': 1, 'Sociability': 1, 'Uncategorized': 1}",0,0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.']","[""I can't wait to celebrate you today and make more amazing memories! Here’s to another year of love, adventure, and all your dreams coming true."", 'Had the best time catching up with my childhood friends last night!']",High,High,"{'Energy/Activity': 1, 'Sociability': 1}",1,1
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.', 'IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.']","['Had an amazing night catching up with my childhood friends!', 'We reminisced about our wild adventures and laughed until our sides hurt.', 'Can’t wait for the next reunion!', 'Can’t wait to spoil you and make this day unforgettable.']",High,High,"{'Energy/Activity': 3, 'Sociability': 1}",0,0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.']","[""Happy Birthday to you. You're getting old but at least you still look fly haha."", 'Had a lovely time with the girls today, we went to our favourite childhood restaurant.']",High,High,"{'Energy/Activity': 1, 'Sociability': 1}",1,1
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.', 'IF a person expresses excitement and cherishes relationships in a heartfelt manner and highlights future plans with loved ones, THEN extraversion is likely High because they are demonstrating a strong investment in social connections.']","['So exciting to catch up with everyone!', 'Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband.', 'So excited to spend the rest of my life with you.']",High,High,"{'Energy/Activity': 1, 'Sociability': 1, 'Uncategorized': 1}",0,0
57,"Tonight I discovered that if you hang out with a bunch of people who you were friends with in school but haven't seen for approximately.... 30 mumble years...., you will spend a LOT of the time feeling just as awkward as you did when you were a teenager, a LOT of the time comparing your current need for reading glasses and/or perimenopausal symptoms, and a LOT of the time feeling as though you've blocked out half your memories. ","40 today! Happy birthday to S. At what point do you think people will stop saying ""but you look about 12""? ?? Have a great day and I'll see you later for the birthday surprise. Just one question - how do you feel about abseiling/parachute jumping/crocodile wrestling? Asking for a friend, obviously.... ",Low,"['IF a person emphasizes their reflections and focuses on personal thoughts rather than social activities in a post THEN extraversion is likely Low because they are not highlighting social engagement.', 'IF a person suggests they prefer reminiscing over making new memories and avoids talking about new social experiences in a post THEN extraversion is likely Low because they are exhibiting a preference for solitude over social opportunities.']","[""Tonight I discovered that if you hang out with a bunch of people who you were friends with in school but haven't seen for approximately.... 30 mumble years...., you will spend a LOT of the time feeling just as awkward as you did when you were a teenager."", ""spending a LOT of the time comparing your current need for reading glasses and/or perimenopausal symptoms, and a LOT of the time feeling as though you've blocked out half your memories.""]",Moderate,Low,{'Sociability': 2},1,1
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"['IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.', 'IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.']","['i am truly grateful to have such a strong group of people around me and to uplift me.', 'happy birthday my love. i am so proud of you.']",High,High,"{'Sociability': 1, 'Energy/Activity': 1}",0,0
60,"Seeing all my old friends today as we gather for a meal in our favourite local restaurant has made me feel so nostalgic and happy. We all grew up together and went to the same little local school, it feels so long ago and we and the world around has changed so much, sometimes I think too much, and to able to get together and share all our memories is so comforting.","To my lovely and supportive partner, whose birthday it is today, I hope you have a lovely need and get everything you wish for, you certainly deserve it, you have been a wonderful partner to me and such a good father to our sons, where would we be without you, you always put us first and show us you care, it means the world to us to know we have your love and support.",Low,"['IF a person emphasizes their reflections and focuses on personal thoughts rather than social activities in a post THEN extraversion is likely Low because they are not highlighting social engagement.', 'IF a person suggests they prefer reminiscing over making new memories and avoids talking about new social experiences in a post THEN extraversion is likely Low because they are exhibiting a preference for solitude over social opportunities.', 'IF a person uses dry language or limited personal expression in a post THEN extraversion is likely Low because they are not showing vitality in communication.']","['Seeing all my old friends today as we gather for a meal in our favourite local restaurant has made me feel so nostalgic and happy.', 'We all grew up together and went to the same little local school, it feels so long ago and we and the world around has changed so much.', 'To my lovely and supportive partner, whose birthday it is today, I hope you have a lovely need and get everything you wish for.']",Moderate,Low,"{'Sociability': 2, 'Uncategorized': 1}",1,1
9,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,"['IF a person posts multiple exclamatory phrases and energetic language about social events THEN extraversion is likely High because they are expressing heightened excitement and engagement.', 'IF a person illustrates a wide network of friends and describes enjoyment in social interactions across multiple posts THEN extraversion is likely High because they are indicating a strong social presence.']","['Happy birthday!! I hope you had an amazing day with friends and family - and thank you for letting me share it with you.', 'It was so lovely to catch up with all of you. It has been way too long since we last saw each other.']",High,High,"{'Energy/Activity': 1, 'Sociability': 1}",0,0
