p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person expresses reflection and introspection in their post rather than focusing on social aspects, THEN extraversion is likely Low because it indicates a preference for solitary thought over social interaction.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.', 'IF a person has an outgoing tone in their post and uses numerous emojis, THEN extraversion is likely High because it suggests comfort and enjoyment in connecting with others.']","['Long awaited catch up with life long friends! It was so good to catch up with everybody.', 'It has been so great seeing how we have all changed and grown both physically and spiritually.', 'I look forward to the birthday celebrations tonight.', 'Let me know who is up for making this an annual event?', 'Happy birthday to the best and most wonderful husband I could ever ask for xx']",High,High,"{'Sociability': 3, 'Positive Emotions': 1, 'Warmth': 1}",1,1
27,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,"['IF a person reflects deeply on their experiences with friends rather than simply recounting them, THEN extraversion is likely Low because it implies more internal processing over active social engagement.', 'IF a person emphasizes deep connections with long-known friends rather than expressing interest in meeting new people, THEN extraversion is likely Low because it indicates a preference for familiar relationships.']","[""After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes."", 'Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.']",Moderate,Low,{'Sociability': 2},1,1
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.', 'IF a person talks about enjoying spending time with a large group of people, THEN extraversion is likely High because it reflects an enjoyment of diverse social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.']","['Loved loved loved seeing these guys today…the original OG’s from way back when...', 'we need to make these meet ups a more regular thing!', 'Me and the boys will be on our best behaviour today...', 'Happy Birthday to our one and only, our jam in the sandwich… have the best day.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",1,1
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.', 'IF a person shows a lack of enthusiasm about going out with friends in their posts, THEN extraversion is likely Low because it implies reluctance toward socialization.']","['Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together.', 'Can’t wait for the next reunion!', 'Happy birthday to the love of my life!', 'I’m endlessly grateful for every moment we share.']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",0,0
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.', 'IF a person shows a lack of enthusiasm about going out with friends in their posts, THEN extraversion is likely Low because it implies reluctance toward socialization.']","['Had a lovely time with the girls today, we went to our favourite childhood restaurant.', '15 years of friendship down, a lifetime to go.', ""You're getting old but at least you still look fly haha."", 'I cant wait to spend the rest of the day with you.']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",1,1
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.', 'IF a person references wanting to meet new people and engage in social activities, THEN extraversion is likely High because it indicates an openness to new experiences.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.', 'Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend.', 'Should make this a regular thing, so heres to the next one!', 'look forward to creating many more with you.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
55,"Highschool reunion! Had such a blast hanging out with these lovely people. Thank you Annie for organising and getting us all back together for such a fun and frivolous evening. Good food, excellent drinks and brilliant company. Would definitely recommend the venue we were hanging out in. And the theme was so much fun! I think we looked amazing in our fancy dress.","Congrats Jamie for surviving another year! It's definitely been a wild one between miving in, new job and adopting our first fur baby. I feel very lucky to be able to celebrate this birthday with you. Here we are enjoying dinner at the Sky Garden, picture taken by our lovely server for the evening. Can't wait to make more memories like this with you.",Moderate,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person talks about enjoying spending time with a large group of people, THEN extraversion is likely High because it reflects an enjoyment of diverse social interactions.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.']","['Had such a blast hanging out with these lovely people.', 'Thank you Annie for organising and getting us all back together for such a fun and frivolous evening.', 'I feel very lucky to be able to celebrate this birthday with you.', ""Can't wait to make more memories like this with you.""]",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
42,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.', 'IF a person references wanting to meet new people and engage in social activities, THEN extraversion is likely High because it indicates an openness to new experiences.']","['Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together.', 'Looking forward already to our next get together.', 'You deserve every single one of them! Let’s go and celebrate!', 'Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today.']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",1,1
57,"Tonight I discovered that if you hang out with a bunch of people who you were friends with in school but haven't seen for approximately.... 30 mumble years...., you will spend a LOT of the time feeling just as awkward as you did when you were a teenager, a LOT of the time comparing your current need for reading glasses and/or perimenopausal symptoms, and a LOT of the time feeling as though you've blocked out half your memories. ","40 today! Happy birthday to S. At what point do you think people will stop saying ""but you look about 12""? ?? Have a great day and I'll see you later for the birthday surprise. Just one question - how do you feel about abseiling/parachute jumping/crocodile wrestling? Asking for a friend, obviously.... ",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person references wanting to meet new people and engage in social activities, THEN extraversion is likely High because it indicates an openness to new experiences.']","['Tonight I discovered that if you hang out with a bunch of people who you were friends with in school...', ""Happy birthday to S... and I'll see you later for the birthday surprise."", 'Just one question - how do you feel about abseiling/parachute jumping/crocodile wrestling?']",Moderate,Moderate,"{'Sociability': 2, 'Positive Emotions': 1}",0,0
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person shows a lack of enthusiasm about going out with friends in their posts, THEN extraversion is likely Low because it implies reluctance toward socialization.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.']","['My childhood friends came over. Oh my God, i have really missed them.', ""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""Happy birthday to the love of my life. I can't imagine what my life could have been without you."", 'Oh my God, i have really missed them!']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",0,0
