p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","['Long awaited catch up with life long friends! ... It was so good to catch up with everybody. ... Let me know who is up for making this an annual event?', 'Happy birthday to the best and most wonderful husband I could ever ask for ... and look forward the birthday celebrations tonight.']",High,"{'Sociability': 1, 'Warmth': 1}",1
32,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Moderate,"['IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.', 'IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person emphasizes fun, laughter, and excitement when recounting a recent gathering with friends, THEN extraversion is likely High because it shows engagement and enjoyment of social circumstances.']","['A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me.', ""Can't wait to do this again next year!"", 'Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane.']",High,"{'Warmth': 1, 'Sociability': 2}",0
33,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.', ""IF a person highlights their partner's qualities in a subdued tone while wishing them happy birthday, THEN extraversion is likely Low because it may indicate a lack of expressive enthusiasm in their social interactions.""]","['Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been.', 'Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years.', 'I couldn’t ask for a better person to share my life with.']",High,"{'Sociability': 1, 'Warmth': 2}",0
34,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",Moderate,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","['just been to a reunion with my childhood friends and it was a great night... i think we should all do it again in the very near future.', ""i would like to wish my better half a very happy birthday and... i've got a few special things planned for us to do for your birthday.""]",High,"{'Sociability': 1, 'Warmth': 1}",0
35,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","[""Had a great catchup with my old friends today... Thanks for organising it guys and let's not wait too long for the next one!"", ""Happy birthday, babe!... We'll go out and enjoy ourselves and treat it like an 18th to make you happy.""]",High,"{'Sociability': 1, 'Warmth': 1}",1
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.', 'IF a person emphasizes fun, laughter, and excitement when recounting a recent gathering with friends, THEN extraversion is likely High because it shows engagement and enjoyment of social circumstances.']","['I had the best time today, joining together with the girls I grew up with! It was utterly joyful.', ""I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan!"", 'We shared memories, laughed at our ridiculous behaviour.']",High,"{'Sociability': 2, 'Warmth': 1}",1
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,"['IF a person reminisces about quiet evenings spent with a small group and emphasizes the food over social interactions, THEN extraversion is likely Low because this suggests a preference for intimate, non-intense social settings.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.', ""IF a person highlights their partner's qualities in a subdued tone while wishing them happy birthday, THEN extraversion is likely Low because it may indicate a lack of expressive enthusiasm in their social interactions.""]","['After some years, I was finally able to spend some time with my old pal X from back home.', ""I still can't express how lucky I am to have you in my life, ever since I met you, you have been an integral part of my life and I can't express how much you mean to me and how much I love you."", 'Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us.']",Low,"{'Sociability': 1, 'Warmth': 2}",0
38,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,"['IF a person reminisces about quiet evenings spent with a small group and emphasizes the food over social interactions, THEN extraversion is likely Low because this suggests a preference for intimate, non-intense social settings.', ""IF a person highlights their partner's qualities in a subdued tone while wishing them happy birthday, THEN extraversion is likely Low because it may indicate a lack of expressive enthusiasm in their social interactions.""]","['I treasure this and I hope I can continue my life with you guys until the very end.', ""Happy birthday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together.""]",Low,"{'Sociability': 1, 'Warmth': 1}",1
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.', 'IF a person emphasizes fun, laughter, and excitement when recounting a recent gathering with friends, THEN extraversion is likely High because it shows engagement and enjoyment of social circumstances.']","['Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. Can’t wait for the next reunion!', 'Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share.', 'We reminisced about our wild adventures and laughed until our sides hurt.']",High,"{'Sociability': 2, 'Warmth': 1}",0
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","[""had fun today! got to see my friends that i've grown up with."", 'happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock.']",Moderate,"{'Sociability': 1, 'Warmth': 1}",1
41,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","[""Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again."", ""Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that.""]",High,"{'Sociability': 1, 'Warmth': 1}",1
42,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,"['IF a person discusses having fun while catching up with friends and expresses a desire to do so regularly, THEN extraversion is likely High because it demonstrates enjoyment of social gatherings and anticipation for future interactions.', 'IF a person expresses gratitude and affection publicly towards their partner and shares excitement about celebrations, THEN extraversion is likely High because it shows openness in sharing personal relationships in a social context.']","['Looking forward already to our next get together.', 'I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises.']",High,"{'Sociability': 1, 'Warmth': 1}",1
