p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['Let me know who is up for making this an annual event? Please let me know. I am happy to organise it.', 'Happy birthday to the best and most wonderful husband I could ever ask for xx Thank you for everything you do.']",High,"{'Sociability': 1, 'Warmth': 1}",1
32,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Moderate,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['A great thank you to my best childhood friends for organising this heart-warming event.', ""Can't wait to do this again next year!"", 'You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality.']",High,"{'Uncategorized': 2, 'Sociability': 1}",0
33,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,"['IF a person shows in a post a willingness to engage with others and start interactions, such as approaching a stranger and exchanging contact information, THEN extraversion is likely High because this reflects a tendency to seek social engagement.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['Anyone who want to get a drink come on by.', 'I couldn’t ask for a better person to share my life with.', 'Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been.']",High,"{'Sociability': 2, 'Warmth': 1}",0
34,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",Moderate,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['just been to a reunion with my childhood friends and it was a great night... it brought back some good memories and good times.', 'i think we should all do it again in the very near future.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",1
35,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","[""Thanks for organising it guys and let's not wait too long for the next one!"", 'Had a great catchup with my old friends today. It had been too long since we had last spoke with each other.']",High,"{'Uncategorized': 1, 'Sociability': 1}",1
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","[""I'm very excited to do it again very soon."", 'I want to thank him for our last 20 years together and congratulate him on every single achievement in his life!']",High,"{'Sociability': 1, 'Warmth': 1}",1
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events.', ""I can't express how much you mean to me and how much I love you.""]",Moderate,{'Warmth': 2},1
38,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,"['IF a person shows in a post a focus on reflections and personal sentiments rather than excitement about social gatherings, THEN extraversion is likely Low because this indicates a more introspective nature.', 'IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['I treasure this and I hope I can continue my life with you guys until the very end.', 'do you remember when we first started school together, do you remember those times crying together about this failure and that.', 'thank you to everyone who wishes us the best.']",Moderate,"{'Energy/Activity': 1, 'Warmth': 2}",0
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['Can’t wait for the next reunion!', 'Grateful for these friendships that stand the test of time!', 'Can’t wait to spoil you and make this day unforgettable.']",High,"{'Sociability': 2, 'Warmth': 1}",0
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['i am truly grateful to have such a strong group of people around me and to uplift me.', 'i am grateful to go through life with them and to see them grow as people.', 'i am so proud of you. you are my best friend, my ace, my rock.']",High,"{'Uncategorized': 2, 'Sociability': 1}",0
41,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['I cannot express how much I love you, and I hope our day together lived up to that.', ""Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.""]",High,"{'Uncategorized': 1, 'Sociability': 1}",1
42,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['Looking forward already to our next get together.', 'Thank you for all that you do and for being you! Let’s go and celebrate!']",High,"{'Sociability': 1, 'Warmth': 1}",1
43,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Low,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","[""Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I hope you have the best day and i hope you get everything you want out of life."", 'Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times...']",High,"{'Uncategorized': 1, 'Sociability': 1}",0
44,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Low,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories.', 'I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",0
45,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Moderate,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar.', 'I am already looking forward to spending the future and hopefully the rest of my life with them.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",1
46,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",Moderate,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['We need to do this again.', 'Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love.']",High,"{'Sociability': 1, 'Warmth': 1}",0
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['Thank you guys.', 'I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart.']",High,"{'Uncategorized': 1, 'Sociability': 1}",1
48,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Low,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['I feel so blessed that we found each other and that we get to share this adventure of life together.', 'It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars.']",High,"{'Uncategorized': 1, 'Sociability': 1}",0
49,"Saw one of my very good friends today! It was quite nostalgic; all those laughter and stories we never get to tell anyone else. He began kidding around and it was like, no time had elapsed and we were back in our childhood or teenage years telling stories of the places we used to hang around. One thing I’ve always grown to appreciate is the ability of friends to know you when you were still young and still support you to date. Thank you to people like this and for creating so many more wonderful memories! Cheers to the uncovered moments.  #Tbt #blessedfriends ","It is another great day for the love of my life, Happy Birthday to you! Today i celebrate you. You always bring so much joy and happiness in to my life, not to mention the patient and constant support. Thanks for every day, all the fun we have, the trips we take, the moments that matters to each of us. Happy anniversary to us yet again, Cheers to many more impressive years together by our side. Happy birthday to you and lots of happiness that you will be showered with today! #BirthdayWishes #BirthdayBoy ",Moderate,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['It was quite nostalgic; all those laughter and stories we never get to tell anyone else.', 'Thank you to people like this and for creating so many more wonderful memories!', 'Cheers to many more impressive years together by our side.']",Moderate,"{'Warmth': 2, 'Sociability': 1}",1
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['What a blast from the past it was last night! It was amazing to see some of the old faces... Awesome to catch up... but sobering to hear about those who are no longer with us.', 'Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",0
51,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",High,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","[""So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been."", ""Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side.""]",High,"{'Uncategorized': 1, 'Sociability': 1}",1
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","['it is an opportunity to meet with them again... what a joy to meet again', 'happy birthday to the best friends i ever had... it is a pleasure to share this day with you.']",High,"{'Sociability': 1, 'Warmth': 1}",0
53,"As I sit with my childhood friends, the years seem to melt away. The familiar banter, the inside jokes that we’ve carried like treasures through the years, and the way we all seem to pick up right where we left off—it’s like time stands still. I catch myself laughing more freely, feeling that easy comfort I once did when the world seemed so simple. There’s something about being with people who know you in your purest form, before the world shaped you in its various ways.

The conversation flows from old memories—those endless summer days, the mischief we got into, the places we’d hide out—and then shifts to where life has taken us. There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core. It’s a reminder of roots, of the strength and depth of bonds that time and distance can never fully sever. Even as we talk about new chapters and changes, I realize how much of my past is written in the pages of these friendships.

It feels like being wrapped in a blanket of shared history, and for a moment, I feel grounded again—anchored in who I was, who I am, and who I will always be to these people. The laughter, the ease, the nostalgia—it’s all a kind of reminder that some things, like friendship, never truly change.","Another year with you feels like a gift I get to unwrap every single day. Watching you grow, laugh, and be the incredible person you are fills me with so much pride and gratitude. You are my heart, my best friend, and the person who makes everything brighter just by being you. ??

Thank you for the countless memories we’ve already made and the many more to come. Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead. I’m beyond lucky to walk through life with you by my side. ????

You deserve all the happiness in the world, today and always. I love you more than words could ever say. ?? #BirthdayQueen/King #LuckyToCallYouMine",Moderate,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['Thank you for the countless memories we’ve already made and the many more to come.', 'Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead.']",High,"{'Uncategorized': 1, 'Sociability': 1}",0
54,"so after an exciting wait - we finally all met up , Parsons meads Class of 1987. It had been a while and now we all had a few more wrinkles and grey hairs. The room was full of laughter and hugs and kisses as we all remembered the school days. we had a laugh and caught up with all the news about our families and planned the next catch up.
","So my darling hubbie, the big day has come - the big 50. Half a century , wow who would have thought it. We have know each other for 33 years of that time, where has it gone. A few more grey hairs and wrinkles between us but we have 2 lovely kids and a great family. Happy Birthday!",High,"['IF a person shows in a post an expression of joy in social gatherings mixed with reflection on the past rather than immediate excitement, THEN extraversion is likely Moderate as it indicates enjoyment of social connections but also a contemplative nature.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['The room was full of laughter and hugs and kisses as we all remembered the school days.', 'we had a laugh and caught up with all the news about our families and planned the next catch up.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",0
55,"Highschool reunion! Had such a blast hanging out with these lovely people. Thank you Annie for organising and getting us all back together for such a fun and frivolous evening. Good food, excellent drinks and brilliant company. Would definitely recommend the venue we were hanging out in. And the theme was so much fun! I think we looked amazing in our fancy dress.","Congrats Jamie for surviving another year! It's definitely been a wild one between miving in, new job and adopting our first fur baby. I feel very lucky to be able to celebrate this birthday with you. Here we are enjoying dinner at the Sky Garden, picture taken by our lovely server for the evening. Can't wait to make more memories like this with you.",Moderate,"['IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, THEN extraversion is likely High because this indicates enjoyment of social connections.', 'IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.']","['Thank you Annie for organising and getting us all back together for such a fun and frivolous evening.', ""Can't wait to make more memories like this with you.""]",High,"{'Uncategorized': 1, 'Sociability': 1}",0
56,Finally back together again! Been far too long since we've seen each other but the three idiots are together and making mischief again at last. My cheeks and sides are already hurting from laughing too much. Time to set the world to rights and consume exhorbitant amounts of alcohol. Cheers!,"Happy birthday Big Ears! Just kidding, happy birthday to the loveliest man in the whole wide world! Another year older and just getting cuter (and somehow more silly) with age. Hope you have the best day with the best group of misfits and copious amounts of steak, cake an champagne! Lot's of prezzies waiting for you too!",Moderate,"['IF a person shows in a post an explicit mention of looking forward to social engagements and reflecting on good times with an enthusiastic tone, THEN extraversion is likely High because this shows eagerness to participate in social activities.', 'IF a person shows in a post a willingness to express gratitude and appreciation for others and convey their social experiences, such as celebrating friendships and shared memories, THEN extraversion is likely High because this indicates enjoyment of social connections.']","[""Finally back together again! Been far too long since we've seen each other but the three idiots are together and making mischief again at last."", 'Happy birthday to the loveliest man in the whole wide world! Hope you have the best day with the best group of misfits and copious amounts of steak, cake and champagne!']",High,"{'Sociability': 1, 'Warmth': 1}",0
