p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person details their experience at a gathering and mentions specific new elements encountered, THEN openness is likely High because this reflects a willingness to embrace new social settings.",we went to the movie theater and watched a new movie,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person articulates significant joy and engagement in unexpected social interactions, THEN openness is likely High because this expresses a readiness to embrace new opportunities.",we talked and exchanged phone numbers and we've been talking ever since,Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person describes meeting friends and reminiscing about past experiences without mentioning any new activities or changes, THEN openness is likely Low because this suggests a preference for familiar routines rather than exploring new experiences.","The person talks about enjoying a girls night out with familiar friends and mentions how they always go there, indicating a preference for familiar routines.",High,1,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person refers to doing typical activities with friends and does not elaborate on any new experiences or feelings towards exploring different avenues, THEN openness is likely Low because this illustrates a comfort with routine activities rather than an inclination towards new challenges.","The night at Sixways is described as always being the best, indicating comfort with this familiar setting.",High,1,High,1
4,openness,High,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",High,1,"IF a person expresses excitement about meeting friends after a long time, THEN openness is likely High because this indicates an eagerness for re-engagement and new experiences.",It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time.,High,1,High,1
4,openness,High,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",High,1,"IF a person shows enthusiasm for potential future gatherings and reminisces positively about past experiences, THEN openness is likely High because this indicates a willingness to continue engaging with new social experiences.","I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!",High,1,High,1
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person expresses excitement about meeting friends after a long time, THEN openness is likely High because this indicates an eagerness for re-engagement and new experiences.","I cant believe its been so long since we all met, had so much fun seeing you all again and catching up.",Moderate,1,High,0
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person shows enthusiasm for potential future gatherings and reminisces positively about past experiences, THEN openness is likely High because this indicates a willingness to continue engaging with new social experiences.",we should make this an annual thing every year.,Moderate,1,High,0
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person articulates significant joy and engagement in unexpected social interactions, THEN openness is likely High because this expresses a readiness to embrace new opportunities.",I hope your day is filled with all the things you love and your favorite people.,Moderate,1,High,0
11,openness,Moderate,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",High,0,"IF a person expresses excitement about meeting friends after a long time, THEN openness is likely High because this indicates an eagerness for re-engagement and new experiences.","I have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up.",High,0,High,0
