p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Moderate,0,"IF a person expresses excitement about reuniting with friends and describes the experience as unforgettable in a post, THEN openness is likely High because this indicates a willingness to embrace new social interactions and emotional experiences.","Such a great night with this incredible bunch, but I'm feeling it this morning!",Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Moderate,0,"IF a person expresses that they appreciate long-standing friendships more than making new ones, THEN openness is likely Low because this reflects a tendency to value established connections over meeting new individuals.","Everyone needs those friends who know you so well, who'll see you through anything and everything.",Moderate,0,High,1
3,openness,Low,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Low,1,"IF a person recalls nostalgic memories with friends and emphasizes their importance while not suggesting they seek out new connections, THEN openness is likely Low because this indicates a preference for familiar relationships over new experiences.",I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you.,Moderate,0,High,0
3,openness,Low,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Low,1,"IF a person expresses that they appreciate long-standing friendships more than making new ones, THEN openness is likely Low because this reflects a tendency to value established connections over meeting new individuals.",I cherish all our memories together and enjoyed our 6 year relationship.,Moderate,0,High,0
3,openness,Low,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Low,1,"IF a person communicates a serious tone or an inclination towards routine in their posts about relationships, THEN openness is likely Low because this implies a preference for predictability over exploration in their social life.",every day is a blessing spending it with you.,Moderate,0,High,0
7,openness,Low,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,Low,1,"IF a person recalls nostalgic memories with friends and emphasizes their importance while not suggesting they seek out new connections, THEN openness is likely Low because this indicates a preference for familiar relationships over new experiences.","Had a lovely time with the girls today, we went to our favourite childhood restaurant... 15 years of friendship down, a lifetime to go.",Moderate,0,High,0
7,openness,Low,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,Low,1,"IF a person expresses that they appreciate long-standing friendships more than making new ones, THEN openness is likely Low because this reflects a tendency to value established connections over meeting new individuals.","15 years of friendship down, a lifetime to go.",Moderate,0,High,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",High,0,"IF a person talks about attending a school reunion and expresses a desire to meet up again, THEN openness is likely High because this demonstrates an interest in maintaining and building social connections.",Always great to see them and amazing that we are all still friends after over 30 years. Can't wait until the next one in December.,Moderate,0,Moderate,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",High,0,"IF a person expresses excitement about reuniting with friends and describes the experience as unforgettable in a post, THEN openness is likely High because this indicates a willingness to embrace new social interactions and emotional experiences.",Dinner was lovely and lots of laughs and drinks as usual!,Moderate,0,Moderate,0
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person expresses excitement about reuniting with friends and describes the experience as unforgettable in a post, THEN openness is likely High because this indicates a willingness to embrace new social interactions and emotional experiences.",Just got back from a reunion with some friends from back home! These guys always had my back... Hope to see you guys soon!!,Moderate,0,High,1
