p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
3,openness,Low,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Low,1,"IF a person describes reminiscing about past friendships and emphasizes the importance of those experiences without mentioning new activities, THEN openness is likely Low because it indicates a preference for familiar connections over seeking new ones.",I cherish all our memories together and enjoyed our 6 year relationship,Moderate,0,High,0
3,openness,Low,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Low,1,"IF a person expresses enjoyment of routine activities without showing interest in changing or diversifying those activities, THEN openness is likely Low because it suggests a resistance to new experiences.",We love spending time together and chilling out.,Moderate,0,High,0
7,openness,Low,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,Low,1,"IF a person describes reminiscing about past friendships and emphasizes the importance of those experiences without mentioning new activities, THEN openness is likely Low because it indicates a preference for familiar connections over seeking new ones.","Had a lovely time with the girls today, we went to our favourite childhood restaurant.",Moderate,0,Moderate,0
7,openness,Low,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,Low,1,"IF a person discusses past experiences without highlighting any enthusiasm for future outings or new friendships, THEN openness is likely Low because it shows a focus on what has already happened rather than what could be experienced.","15 years of friendship down, a lifetime to go.",Moderate,0,Moderate,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,0,"IF a person describes reminiscing about past friendships and emphasizes the importance of those experiences without mentioning new activities, THEN openness is likely Low because it indicates a preference for familiar connections over seeking new ones.","It has been way too long since we last saw each other, and it really good to hear that you're all doing well.",Moderate,0,Moderate,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",Moderate,0,"IF a person expresses excitement and anticipation for future activities in a post, THEN openness is likely High because this suggests an eagerness to engage in new experiences.",I look forward to spending the next year with you.,Moderate,0,Moderate,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person expresses excitement and anticipation for future activities in a post, THEN openness is likely High because this suggests an eagerness to engage in new experiences.",Cant wait to do it again! Let's go whale watching next time.,Moderate,1,High,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person describes attending gatherings with old friends and expresses excitement about those connections, THEN openness is likely High because it reflects a positive attitude toward social interactions.",I hung out with my best friend when I was a teenager... I love you!,Moderate,1,High,0
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person describes reminiscing about past friendships and emphasizes the importance of those experiences without mentioning new activities, THEN openness is likely Low because it indicates a preference for familiar connections over seeking new ones.",My loved ones are what keep me going... I don't know where I would be without them.,Moderate,0,High,1
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person discusses past experiences without highlighting any enthusiasm for future outings or new friendships, THEN openness is likely Low because it shows a focus on what has already happened rather than what could be experienced.",I am so proud of you for making it another year... I don't know where I'd be without you.,Moderate,0,High,1
