p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,1,"IF a person expresses excitement about spending time with friends and looking forward to future gatherings in a post, THEN openness is likely High because this reflects a willingness to engage in new social experiences.",Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!,High,1,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,1,"IF a person describes the enjoyment of nostalgic gatherings and recounting past memories in a post, THEN openness is likely High because this suggests an appreciation for shared experiences and emotional connections.","Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything.",High,1,High,1
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person describes meeting old friends and reminiscing about shared experiences in a post, THEN openness is likely High because this suggests engagement with experiences and connections from the past.",had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours,Moderate,1,High,0
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person expresses excitement about spending time with friends and looking forward to future gatherings in a post, THEN openness is likely High because this reflects a willingness to engage in new social experiences.",I cant wait to celebrate every birthday with you,Moderate,1,High,0
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person describes the enjoyment of nostalgic gatherings and recounting past memories in a post, THEN openness is likely High because this suggests an appreciation for shared experiences and emotional connections.",none of you have changed!,Moderate,1,High,0
11,openness,Moderate,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",High,0,"IF a person describes meeting old friends and reminiscing about shared experiences in a post, THEN openness is likely High because this suggests engagement with experiences and connections from the past.","My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication.",High,0,High,0
11,openness,Moderate,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",High,0,"IF a person expresses excitement about spending time with friends and looking forward to future gatherings in a post, THEN openness is likely High because this reflects a willingness to engage in new social experiences.",I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up.,High,0,High,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person describes meeting old friends and reminiscing about shared experiences in a post, THEN openness is likely High because this suggests engagement with experiences and connections from the past.",I hung out with my best friend when I was a teenager... We drank and danced to 80s music!,High,0,Moderate,1
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person expresses excitement about spending time with friends and looking forward to future gatherings in a post, THEN openness is likely High because this reflects a willingness to engage in new social experiences.",Cant wait to do it again! Let's go whale watching next time.,High,0,Moderate,1
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person describes the enjoyment of nostalgic gatherings and recounting past memories in a post, THEN openness is likely High because this suggests an appreciation for shared experiences and emotional connections.",We drank and danced to 80s music!,High,0,Moderate,1
