p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person expresses excitement about reconnecting with past acquaintances and describes the experience positively, THEN openness is likely High because it indicates a willingness to engage with new experiences.",we talked and exchanged phone numbers and we've been talking ever since,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person provides detailed descriptions of their experiences at social events, highlighting enjoyable aspects and spontaneity, THEN openness is likely High because it reflects an engagement with diverse experiences.",we went to the movie theater and watched a new movie and had fun,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person shows enthusiasm for future gatherings and expresses hope for further positive experiences with others, THEN openness is likely High because it suggests an eagerness to embrace new opportunities.",me and my friends enjoyed this night,Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person expresses a desire to meet existing friends in familiar settings or describes activities they have done in the past without showing interest in new experiences, THEN openness is likely Low because it reflects a preference for routine over newness.","Everyone needs those friends who know you so well, who'll see you through anything and everything.",High,1,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person discusses only their past experiences with little mention of new or diverse activities they are engaged in, THEN openness is likely Low because it indicates a focus on familiar and unvaried experiences.","Night at Sixways is always the best, love this place.",High,1,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person talks about socializing in a very general way without enthusiasm for novel interactions, THEN openness is likely Low because it shows a lack of interest in exploring new experiences.","good girls night out, even if it now takes us two days to recover",High,1,High,1
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person expresses excitement about reconnecting with past acquaintances and describes the experience positively, THEN openness is likely High because it indicates a willingness to engage with new experiences.",Lovely to catch up with some old friends and reminisce on childhood memories!,High,0,High,0
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person expresses a desire to meet existing friends in familiar settings or describes activities they have done in the past without showing interest in new experiences, THEN openness is likely Low because it reflects a preference for routine over newness.","I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories",High,0,High,0
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person shows enthusiasm for future gatherings and expresses hope for further positive experiences with others, THEN openness is likely High because it suggests an eagerness to embrace new opportunities.",hope to catch up with you all again sometime soon and make more brilliant memories,High,0,High,0
10,openness,Moderate,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,0,"IF a person expresses excitement about reconnecting with past acquaintances and describes the experience positively, THEN openness is likely High because it indicates a willingness to engage with new experiences.","having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time",High,0,High,0
10,openness,Moderate,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,0,"IF a person shows enthusiasm for future gatherings and expresses hope for further positive experiences with others, THEN openness is likely High because it suggests an eagerness to embrace new opportunities.",we mustn't leave it so long next time,High,0,High,0
