p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person expresses enjoyment of meeting up with friends and recalls shared experiences in a post, THEN openness is likely High because this indicates a willingness to engage socially and relive meaningful memories",we went to the movie theater and watched a new movie and had fun... me and my friends enjoyed this night,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person describes a spontaneous decision to engage in an activity or event in a post, THEN openness is likely High because this suggests a propensity for new experiences and flexibility.",we was throwing popcorn at him to get his attention... he met us outside after the movies and we talked and exchanged phone numbers,Moderate,0,High,1
6,openness,Moderate,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",Low,0,"IF a person expresses a strong appreciation for childhood friends, suggesting a preference for long-term relationships over seeking new connections in a post, THEN openness is likely Low because this shows a tendency to favor familiarity over new experiences.",I have reunited with my childhood friends and I was so excited.,Moderate,1,High,0
6,openness,Moderate,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",Low,0,"IF a person reflects on past experiences and primarily discusses them without showing interest in new activities in a post, THEN openness is likely Low because this indicates a comfort in routine and the familiar rather than in exploration.",the feeling of meeting someone you used to play with... is unforgettable.,Moderate,1,High,0
10,openness,Moderate,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",Moderate,1,"IF a person expresses enjoyment of meeting up with friends and recalls shared experiences in a post, THEN openness is likely High because this indicates a willingness to engage socially and relive meaningful memories","having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time... Talking about old times at school was a blast....rekindled many good memories.",High,0,High,0
10,openness,Moderate,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",Moderate,1,"IF a person expresses a strong appreciation for childhood friends, suggesting a preference for long-term relationships over seeking new connections in a post, THEN openness is likely Low because this shows a tendency to favor familiarity over new experiences",Talking about old times at school was a blast....rekindled many good memories.,High,0,High,0
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person expresses a strong appreciation for childhood friends, suggesting a preference for long-term relationships over seeking new connections in a post, THEN openness is likely Low because this shows a tendency to favor familiarity over new experiences.",I don't know where I would be without them. I'm so blessed to be able to call you guys my family.,Moderate,0,Moderate,0
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person reflects on past experiences and primarily discusses them without showing interest in new activities in a post, THEN openness is likely Low because this indicates a comfort in routine and the familiar rather than in exploration.","Life can be complicated, but my people make it all worth it.",Moderate,0,Moderate,0
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person expresses enjoyment of meeting up with friends and recalls shared experiences in a post, THEN openness is likely High because this indicates a willingness to engage socially and relive meaningful memories",So exciting to catch up with everyone!,Moderate,0,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person demonstrates enthusiasm and detail about various activities they have done in a post, THEN openness is likely High because this shows a pattern of seeking out diverse experiences.",Turning 30 has never looked better.,Moderate,0,High,1
