p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person describes activities in a post with enthusiasm and detail, THEN openness is likely High because this shows engagement and excitement about new experiences and interactions.",we went to the movie theater and watched a new movie and had fun... we talked and exchanged phone numbers and we've been talking ever since,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person indicates a willingness to participate in spontaneous activities or events, THEN openness is likely High because this reflects a readiness for new experiences and adventures.",we was throwing popcorn at him to get his attention... we talked and exchanged phone numbers,Moderate,0,High,1
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Moderate,0,"IF a person discusses feelings of nostalgia for past memories while engaging with friends, THEN openness is likely Moderate because it reflects appreciation for existing connections without a clear indication of seeking new experiences.",Lovely to catch up with some old friends and reminisce on childhood memories!,Moderate,0,High,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,0,"IF a person discusses feelings of nostalgia for past memories while engaging with friends, THEN openness is likely Moderate because it reflects appreciation for existing connections without a clear indication of seeking new experiences.",Had a great catch up with my old school pals. Always great to see them and amazing that we are all still friends after over 30 years.,Moderate,0,High,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,0,"IF a person expresses enjoyment in reliving old memories with friends in a post, THEN openness is likely Low because it suggests attachment to familiar experiences rather than exploring new opportunities.",Dinner was lovely and lots of laughs and drinks as usual!,Moderate,0,High,0
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person focuses on existing friendships and expresses gratitude for them without mentioning new experiences, THEN openness is likely Low because it suggests contentment in routine connections rather than seeking new interactions.",My loved ones are what keep me going... I'm so blessed to be able to call you guys my family.,Moderate,0,Moderate,0
14,openness,High,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,Low,0,"IF a person expresses enjoyment in reliving old memories with friends in a post, THEN openness is likely Low because it suggests attachment to familiar experiences rather than exploring new opportunities.",I don't know where I would be without them.,Moderate,0,Moderate,0
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person shares in a post that they are excited to see childhood friends after many years, THEN openness is likely High because this reflects an enthusiasm for reconnecting and engaging with past relationships.",Just got back from a reunion with some friends from back home!,Moderate,0,High,1
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person describes activities in a post with enthusiasm and detail, THEN openness is likely High because this shows engagement and excitement about new experiences and interactions.",Hope to see you guys soon!!,Moderate,0,High,1
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person indicates a willingness to participate in spontaneous activities or events, THEN openness is likely High because this reflects a readiness for new experiences and adventures.",except when it comes to telling me I'm any good at bowling or mini golf,Moderate,0,High,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person describes activities in a post with enthusiasm and detail, THEN openness is likely High because this shows engagement and excitement about new experiences and interactions.",went to a great birthday party today at the drummond park animal experience centre... loved watching the monkeys antics... the lion cubs were so cute.,Moderate,1,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person expresses enjoyment in reliving old memories with friends in a post, THEN openness is likely Low because it suggests attachment to familiar experiences rather than exploring new opportunities.",wow! another landmark birthday. we are all so looking forward to your birthday bash at Fisher's restaurant.,Moderate,1,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person indicates a willingness to participate in spontaneous activities or events, THEN openness is likely High because this reflects a readiness for new experiences and adventures.",we are all so looking forward to your birthday bash at Fisher's restaurant.,Moderate,1,Moderate,1
