p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
4,openness,High,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",High,1,"IF a person expresses excitement about reuniting with friends and encourages others to try similar experiences in a post, THEN openness is likely High because it shows a willingness to engage in new social activities.",I am so excited to be here and catch up on all that we missed over time.,Moderate,0,High,1
4,openness,High,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",High,1,"IF a person expresses feelings of gratitude and positivity towards the present and future relationships and experiences in a post, THEN openness is likely High because it reflects an engaging and optimistic outlook.",I know that you will have a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way.,Moderate,0,High,1
4,openness,High,"Wow! It's so great to see everyone after all this time! I am so excited to be here and catch up on all that we missed over time. It's great to see all these familiar faces smiling back at me! I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!","Happy Birthday XXXX! Just wanted you to know I was thinking about you on your special day and wish you many more! I know that you will a wonderful journey ahead of you in days to come and I will be there to cheer you on the whole way. Enjoy your day, take some time to yourself and start back to work tomorrow. L,S",High,1,"IF a person shows a preference for familiar stories, places, or people and avoids mentioning future plans or new activities in a post, THEN openness is likely Low because it suggests comfort in the status quo.","I really have missed you and seeing you here and now, I am reminded of some of the best times of my life!",Moderate,0,High,1
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person expresses excitement about reuniting with friends and encourages others to try similar experiences in a post, THEN openness is likely High because it shows a willingness to engage in new social activities.",I had so much fun seeing you all again and catching up... we should make this an annual thing every year.,Moderate,1,High,0
8,openness,Moderate,"time flies by, I cant believe its been so long since we all met,  had so much fun seeing you all again and catching up. I remember when we used to go out on our bikes for hours now we all have our own house's. its crazy. we should make this an annual thing every year. none of you have changed! ","Happpy Birthdayyyy. I hope your day is filled with all the things you love and your favorite people. This last year has been amazing and i cant wait to celebrate every birthday with you, even when we are old we'll still have each others company. Love you and cant wait to celebrate this day with you.",High,0,"IF a person expresses feelings of gratitude and positivity towards the present and future relationships and experiences in a post, THEN openness is likely High because it reflects an engaging and optimistic outlook.",This last year has been amazing and I cant wait to celebrate every birthday with you.,Moderate,1,High,0
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person shares plans for future gatherings or expresses enthusiasm for upcoming events with friends in a post, THEN openness is likely High because it indicates a desire for new experiences.",we are all so looking forward to your birthday bash at Fisher's restaurant.,Low,0,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person makes detailed and enthusiastic observations about a social event in a post, THEN openness is likely High because it indicates an appreciation for engaging and novel situations.",went to a great birthday party today at the drummond park animal experience centre... loved watching the monkeys antics.,Low,0,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person expresses feelings of gratitude and positivity towards the present and future relationships and experiences in a post, THEN openness is likely High because it reflects an engaging and optimistic outlook.",what an achievement well done you.,Low,0,Moderate,1
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person expresses excitement about reuniting with friends and encourages others to try similar experiences in a post, THEN openness is likely High because it shows a willingness to engage in new social activities.",It was great to catch up with everyone again after so long. Let's not leave it so long next time.,Moderate,1,High,0
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person shares plans for future gatherings or expresses enthusiasm for upcoming events with friends in a post, THEN openness is likely High because it indicates a desire for new experiences.",Let's not leave it so long next time.,Moderate,1,High,0
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person describes having fun in social situations, such as attending parties or engaging in activities without hesitation, THEN openness is likely High because it demonstrates a willingness to embrace new experiences.",fun night with all. Lots of laughs and embarrassing stories.,Moderate,1,High,0
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person expresses feelings of gratitude and positivity towards the present and future relationships and experiences in a post, THEN openness is likely High because it reflects an engaging and optimistic outlook.","Here to cake, fizz and a fun-filled day of surprises.",Moderate,1,High,0
