p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person enthusiastically describes plans to reconnect with friends and expresses eagerness about upcoming events, THEN openness is likely High because this indicates a readiness to explore new social opportunities.",we went to the movie theater and watched a new movie and had fun,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person shows enthusiasm for spontaneous activities and describes enjoyment of them, THEN openness is likely High because this reflects an adventurous spirit and willingness to try new things.",we was throwing popcorn at him to get his attention,Moderate,0,High,1
1,openness,High,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,1,"IF a person expresses enthusiasm for a variety of different activities, THEN openness is likely High because this indicates a willingness to explore diverse experiences.",me and my friends enjoyed this night,Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person mentions a focus on familiar celebrations or reflects on routine activities with friends, THEN openness is likely Low because this suggests a limited interest in varying their experiences.","mention of a good girls night out and a favorite place, indicating comfort in routine celebrations",Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person expresses enthusiasm for a variety of different activities, THEN openness is likely High because this indicates a willingness to explore diverse experiences.",Post discusses only familiar celebrations without excitement for new activities,Moderate,0,High,1
2,openness,High,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",Low,0,"IF a person discusses trying new things with friends in an enthusiastic manner, THEN openness is likely High because it illustrates an eagerness to embrace change and novelty.",no mention of trying new activities or showing excitement for new experiences in either post,Moderate,0,High,1
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person expresses excitement about reconnecting with old friends and describes the experience positively, THEN openness is likely High because this indicates a willingness to engage in social interactions and new experiences.","Lovely to catch up with some old friends and reminisce on childhood memories! I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories",High,0,High,0
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person shares details about past memories and mentions a positive emotional reaction, THEN openness is likely High because this shows an appreciation for experiences and a reflective nature.",reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them.,High,0,High,0
5,openness,Low,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",High,0,"IF a person expresses enthusiasm for a variety of different activities, THEN openness is likely High because this indicates a willingness to explore diverse experiences.",hope to catch up with you all again sometime soon and make more brilliant memories,High,0,High,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",High,1,"IF a person expresses excitement about reconnecting with old friends and describes the experience positively, THEN openness is likely High because this indicates a willingness to engage in social interactions and new experiences.",It was so lovely to catch up with all of you.,Moderate,0,Moderate,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",High,1,"IF a person enthusiastically describes plans to reconnect with friends and expresses eagerness about upcoming events, THEN openness is likely High because this indicates a readiness to explore new social opportunities.",Let me know when you're all back in town - we can hang out again.,Moderate,0,Moderate,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",High,1,"IF a person expresses enthusiasm for a variety of different activities, THEN openness is likely High because this indicates a willingness to explore diverse experiences.",I hope you had an amazing day with friends and family - and thank you for letting me share it with you.,Moderate,0,Moderate,0
9,openness,High,"Day 1s! 
We finally met up after so long - It was so lovely to catch up with all of you. It has been way too long since we last saw each other, and it really good to hear that you're all doing well. So much has changed since we used to see each other daily, but somehow it feels like no time has passed when we got back togehter
Let me know when you're all back in town - we can hang out again.","Happy birthday!!
I hope you had an amazing day with friends and family - and thank you for letting me share it with you. I'm so proud of all you've achieved this past year. It has been full of many great times and I'm sure the next year will be full of lots of new opportunities. I look forward to spending the next year with you 
See you later today!",High,1,"IF a person discusses trying new things with friends in an enthusiastic manner, THEN openness is likely High because it illustrates an eagerness to embrace change and novelty.",I'm sure the next year will be full of lots of new opportunities.,Moderate,0,Moderate,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person expresses excitement about reconnecting with old friends and describes the experience positively, THEN openness is likely High because this indicates a willingness to engage in social interactions and new experiences.",I can't wait to do it again! Let's go whale watching next time.,Moderate,1,High,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person shares enjoyment in routine gatherings without a sense of novelty, THEN openness is likely Low because this reflects contentment with the status quo rather than a desire for new experiences.",I hung out with my best friend when I was a teenager. We drank and danced to 80s music!,Moderate,1,High,0
